Molecule Name,SMILES,Batch Name,Canonical PostEra ID,ProteaseAssay_Fluorescence_Dose-Response_Weizmann: IC50 (µM),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: IC50 CI (Lower) (µM),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: IC50 CI (Upper) (µM),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Hill slope,ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Curve class
CVD-0015885,FC1=CC(Br)=C(NC2=CC(Cl)=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=C2)N=C1,001,PCM-0222150,1.84,1.69,1.99,1.01,2.1
CVD-0015884,ClC1=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=CC(NC2=CC=C(Br)C3=CC=CC=C23)=C1,001,PCM-0222151,1.98,1.77,2.21,0.994,2.1
CVD-0015883,[O-][N+](=O)C1=CC=C(NC2=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=CC(Cl)=C2)C2=CC=CC=C12,001,PCM-0222152,2.14,1.97,2.32,0.974,2.1
CVD-0015882,OB(O)C1=CC(CC(=O)NC2=C3C=CC=CC3=CN=C2)=CC(Cl)=C1,001,PCM-0222153,4.74,4.30,5.23,1.12,2.1
CVD-0015881,ClC1=CC(=CC(CC(=O)NC2=C3C=CC=CC3=CN=C2)=C1)N1CCCCC1,001,PCM-0222154,> 9.95,"","","",""
CVD-0015880,OC1=CC(CC(=O)NC2=C3C=CC=CC3=CN=C2)=CC(Cl)=C1,001,PCM-0222155,9.89,8.88,11.0,1.20,2.1
CVD-0015879,ClC1=CC(NC2=CC=CC=C2)=CC(CC(=O)NC2=C3C=CC=CC3=CN=C2)=C1,001,PCM-0222156,> 9.95,"","","",""
CVD-0015878,ClC1=CC(Br)=CC(CC(=O)NC2=C3C=CC=CC3=CN=C2)=C1,001,PCM-0222157,> 9.95,"","",0.0463,2.3
CVD-0015876,CN1CCc2ccc(Cl)cc2C1C(=O)Nc1cncc2ccccc12,001,MAT-POS-fb82b63d-3,3.00,2.60,3.47,1.03,1.1
CVD-0015874,Clc1ccc2CCNC(C(=O)Nc3cncc4ccccc34)c2c1,001,MAT-POS-fb82b63d-1,1.13,0.984,1.29,1.12,1.1
CVD-0015870,CN(C)CC(=O)NCC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,001,EDG-MED-70ae9412-2,5.00,4.74,5.28,1.08,1.1
CVD-0015869,Clc1ccc2OCCC(CNC(=O)Cn3ccnc3)(C(=O)Nc3cncc4ccccc34)c2c1,001,EDG-MED-70ae9412-1,2.88,2.67,3.10,1.18,1.1
CVD-0015861,COC1(CCOc2c(F)cc(F)cc12)C(=O)Nc1cncc2ccccc12,001,EDJ-MED-37aac4bd-4,0.225,0.195,0.259,1.08,2.1
CVD-0015859,COCC1(CCOc2cc(Cl)c(Cl)cc12)C(=O)Nc1cncc2ccccc12,001,EDJ-MED-37aac4bd-2,4.04,3.37,4.84,0.959,1.1
CVD-0015858,Clc1cc2NC(=O)CC(C(=O)Nc3cncc4ccccc34)c2cc1Cl,001,ALP-POS-fe871b40-16,0.356,0.281,0.450,1.03,2.1
CVD-0015858,Clc1cc2NC(=O)CC(C(=O)Nc3cncc4ccccc34)c2cc1Cl,001,ALP-POS-fe871b40-16,0.196,0.183,0.211,1.01,2.1
CVD-0015853,COC1(CCOc2cc(F)c(Cl)cc12)C(=O)Nc1cncc2ccccc12,001,ALP-POS-fe871b40-11,0.295,0.285,0.307,1.03,1.1
CVD-0015853,COC1(CCOc2cc(F)c(Cl)cc12)C(=O)Nc1cncc2ccccc12,001,ALP-POS-fe871b40-11,0.618,0.559,0.683,1.22,1.1
CVD-0015853,COC1(CCOc2cc(F)c(Cl)cc12)C(=O)Nc1cncc2ccccc12,001,ALP-POS-fe871b40-11,0.331,0.316,0.347,1.06,1.1
CVD-0015847,Clc1cc(C#N)c2NCCC(C(=O)Nc3cncc4ccccc34)c2c1,001,ALP-POS-fe871b40-2,0.242,0.224,0.262,1.02,2.1
CVD-0015775,NS(=O)(=O)c1ccc(CNC(=O)CC2(CCOc3ccc(Cl)cc23)C(=O)Nc2cncc3ccccc23)cc1,001,ALP-UNI-8e43a71e-16,3.72,3.48,3.98,0.939,1.1
CVD-0015769,OCC(F)(F)CN1CCN(CC1)C(=O)CC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,001,ALP-UNI-8e43a71e-10,7.28,4.61,11.5,0.642,2.3
CVD-0015768,OCCCN1CCN(CC1)C(=O)CC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,001,ALP-UNI-8e43a71e-8,9.98,9.31,10.7,1.03,1.1
CVD-0015767,Clc1ccc2OCCC(CC(=O)N3CCN(CCC#N)CC3)(C(=O)Nc3cncc4ccccc34)c2c1,001,ALP-UNI-8e43a71e-7,21.3,11.4,39.9,0.483,2.3
CVD-0015765,OCCN1CCCC2C1CCN2C(=O)CC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,001,ALP-UNI-8e43a71e-2,4.66,4.17,5.20,1.05,1.1
CVD-0015760,CCOC(=O)c1ncoc1CNC(=O)C(N(C(=O)c1cocn1)c1ccc(cc1)C(C)(C)C)c1cccnc1,001,ALP-POS-88a7a97e-49,5.88,5.50,6.28,1.10,1.1
CVD-0015759,CCOC(=O)CCCNC(=O)C(N(C(=O)c1cocn1)c1ccc(cc1)C(C)(C)C)c1cccnc1,001,ALP-POS-88a7a97e-48,6.24,5.85,6.65,1.18,1.1
CVD-0015758,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCN1CCOCC1)c1cccnc1)C(=O)c1cocn1,001,ALP-POS-88a7a97e-47,82.5,53.0,129,0.898,2.3
CVD-0015757,CSCCCNC(=O)C(N(C(=O)c1cocn1)c1ccc(cc1)C(C)(C)C)c1cccnc1,001,ALP-POS-88a7a97e-46,3.85,3.57,4.14,1.01,1.1
CVD-0015755,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCC(=O)OCc1ccccc1)c1cccnc1)C(=O)c1cocn1,001,ALP-POS-88a7a97e-44,9.92,9.42,10.5,1.28,1.1
CVD-0015754,CC(C)(C)OC(=O)N1CC(C1)NC(=O)C(N(C(=O)c1cocn1)c1ccc(cc1)C(C)(C)C)c1cccnc1,001,ALP-POS-88a7a97e-43,6.91,6.30,7.58,1.00,1.1
CVD-0015753,Cc1ccc(cc1)S(=O)(=O)CNC(=O)C(N(C(=O)c1cocn1)c1ccc(cc1)C(C)(C)C)c1cccnc1,001,ALP-POS-88a7a97e-42,62.9,57.4,68.8,1.08,2.1
CVD-0015752,COc1ccc(NC(=O)C(N(C(=O)c2cocn2)c2ccc(cc2)C(C)(C)C)c2cccnc2)cn1,001,ALP-POS-88a7a97e-41,5.37,5.09,5.65,1.10,1.1
CVD-0015751,COC(=O)[C@@H]1C[C@@H](CN1C(=O)OC(C)(C)C)NC(=O)C(N(C(=O)c1cocn1)c1ccc(cc1)C(C)(C)C)c1cccnc1,001,ALP-POS-88a7a97e-40,2.66,2.54,2.78,0.978,1.1
CVD-0015750,CC(C)(C)c1ccc(cc1)N(C(C(=O)NC1CC(F)(F)C1)c1cccnc1)C(=O)c1cocn1,001,ALP-POS-88a7a97e-39,2.35,2.26,2.44,1.05,1.1
CVD-0015749,CC(C)(C)OC(=O)CNC(=O)C(N(C(=O)c1cocn1)c1ccc(cc1)C(C)(C)C)c1cccnc1,001,ALP-POS-88a7a97e-38,8.18,7.73,8.66,1.12,1.1
CVD-0015748,COC(=O)[C@H]1C[C@H](CN1C(=O)OC(C)(C)C)NC(=O)C(N(C(=O)c1cocn1)c1ccc(cc1)C(C)(C)C)c1cccnc1,001,ALP-POS-88a7a97e-37,5.32,5.05,5.61,1.10,1.1
CVD-0015747,COC(=O)C1(CCCC1)NC(=O)C(N(C(=O)c1cocn1)c1ccc(cc1)C(C)(C)C)c1cccnc1,001,ALP-POS-88a7a97e-36,5.26,3.57,7.77,0.922,1.3
CVD-0015745,CC(C)(C)c1ccc(cc1)N(C(C(=O)NC1COC1)c1cccnc1)C(=O)c1cocn1,001,ALP-POS-88a7a97e-34,4.07,3.88,4.28,1.05,1.1
CVD-0015744,COC(=O)CNC(=O)C(N(C(=O)c1cocn1)c1ccc(cc1)C(C)(C)C)c1cccnc1,001,ALP-POS-88a7a97e-33,10.8,10.2,11.3,1.25,1.1
CVD-0015743,CCOC(=O)CNC(=O)C(N(C(=O)c1cocn1)c1ccc(cc1)C(C)(C)C)c1cccnc1,001,ALP-POS-88a7a97e-32,9.53,7.36,12.3,1.25,1.1
CVD-0015742,COCCNC(=O)C(N(C(=O)c1cocn1)c1ccc(cc1)C(C)(C)C)c1cccnc1,001,ALP-POS-88a7a97e-31,8.46,7.98,8.97,1.16,1.1
CVD-0015741,CC(C)(C)c1ccc(cc1)N(C(C(=O)NC1CCOC1)c1cccnc1)C(=O)c1cocn1,001,ALP-POS-88a7a97e-30,2.77,2.63,2.91,1.03,1.1
CVD-0015740,COC(CNC(=O)C(N(C(=O)c1cocn1)c1ccc(cc1)C(C)(C)C)c1cccnc1)OC,001,ALP-POS-88a7a97e-29,7.91,7.45,8.39,1.14,1.1
CVD-0015738,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCC1CCCO1)c1cccnc1)C(=O)c1cocn1,001,ALP-POS-88a7a97e-27,5.15,4.98,5.32,1.01,1.1
CVD-0015737,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCC1CCOC1)c1cccnc1)C(=O)c1cocn1,001,ALP-POS-88a7a97e-26,5.42,5.10,5.75,1.13,1.1
CVD-0015736,CC(C)(C)OC(=O)N1CCC(C1)NC(=O)C(N(C(=O)c1cocn1)c1ccc(cc1)C(C)(C)C)c1cccnc1,001,ALP-POS-88a7a97e-25,3.65,3.47,3.84,1.05,1.1
CVD-0015735,COC(=O)[C@H]1C[C@@H](CN1C(=O)OC(C)(C)C)NC(=O)C(N(C(=O)c1cocn1)c1ccc(cc1)C(C)(C)C)c1cccnc1,001,ALP-POS-88a7a97e-24,0.837,0.791,0.885,0.986,1.1
CVD-0015734,COC(=O)[C@@H]1C[C@H](CN1C(=O)OC(C)(C)C)NC(=O)C(N(C(=O)c1cocn1)c1ccc(cc1)C(C)(C)C)c1cccnc1,001,ALP-POS-88a7a97e-23,6.82,6.45,7.22,1.11,1.1
CVD-0015731,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCC(=O)Nc1cccc(c1)[N+]([O-])=O)c1cccnc1)C(=O)c1cocn1,001,ALP-POS-88a7a97e-20,14.4,12.8,16.2,1.27,1.1
CVD-0015730,CC(C)(C)OC(=O)NCCNC(=O)C(N(C(=O)c1cocn1)c1ccc(cc1)C(C)(C)C)c1cccnc1,001,ALP-POS-88a7a97e-19,6.26,5.73,6.83,1.20,1.1
CVD-0015728,CCOC(=O)CCNC(=O)C(N(C(=O)c1cocn1)c1ccc(cc1)C(C)(C)C)c1cccnc1,001,ALP-POS-88a7a97e-17,2.80,2.65,2.95,1.06,1.1
CVD-0015727,CSCCNC(=O)C(N(C(=O)c1cocn1)c1ccc(cc1)C(C)(C)C)c1cccnc1,001,ALP-POS-88a7a97e-16,2.45,2.34,2.56,1.09,1.1
CVD-0015726,COC(=O)C1CC(C1)NC(=O)C(N(C(=O)c1cocn1)c1ccc(cc1)C(C)(C)C)c1cccnc1,001,ALP-POS-88a7a97e-15,3.99,3.81,4.17,1.01,1.1
CVD-0015724,CC(C)(C)OC(=O)NCCCNC(=O)C(N(C(=O)c1cocn1)c1ccc(cc1)C(C)(C)C)c1cccnc1,001,ALP-POS-88a7a97e-13,3.39,3.04,3.79,1.03,1.1
CVD-0015721,CN(C)C(=O)CNC(=O)C(N(C(=O)c1cocn1)c1ccc(cc1)C(C)(C)C)c1cccnc1,001,ALP-POS-88a7a97e-10,29.2,27.7,30.9,1.52,2.1
CVD-0015720,CC(C)(C)c1ccc(cc1)N(C(C(=O)NC1CCOCC1)c1cccnc1)C(=O)c1cocn1,001,ALP-POS-88a7a97e-9,3.90,3.74,4.06,1.02,1.1
CVD-0015717,COC(=O)[C@@H]1CC[C@@H](C1)NC(=O)C(N(C(=O)c1cocn1)c1ccc(cc1)C(C)(C)C)c1cccnc1,001,ALP-POS-88a7a97e-6,2.38,2.30,2.47,0.984,1.1
CVD-0015716,COC(=O)C(C)NC(=O)C(N(C(=O)c1cocn1)c1ccc(cc1)C(C)(C)C)c1cccnc1,001,ALP-POS-88a7a97e-5,7.18,6.91,7.45,1.12,1.1
CVD-0015715,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCc1cccnc1)c1cccnc1)C(=O)c1cocn1,001,ALP-POS-88a7a97e-4,25.3,23.5,27.2,1.10,2.1
CVD-0015714,COCCCNC(=O)C(N(C(=O)c1cocn1)c1ccc(cc1)C(C)(C)C)c1cccnc1,001,ALP-POS-88a7a97e-3,8.79,8.28,9.32,1.16,1.1
CVD-0015683,Cn1ccc(CNCC2(CCOc3ccc(Cl)cc23)C(=O)Nc2cncc3ccccc23)n1,001,EDJ-MED-8c98ee63-2,0.803,0.733,0.879,1.17,1.1
CVD-0015682,COCCCNCC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,001,EDJ-MED-8c98ee63-1,11.4,10.5,12.3,1.31,1.1
CVD-0015681,Clc1cccc(c1)C(NC(=O)CN1CCN(C2CC2)C1=O)C(=O)Nc1cncc2ccccc12,001,EDJ-MED-ee07cf00-18,2.35,2.00,2.76,1.17,1.1
CVD-0015680,Clc1cccc(c1)C(NC(=O)Cn1ncn2nccc2c1=O)C(=O)Nc1cncc2ccccc12,001,EDJ-MED-ee07cf00-17,19.5,8.79,43.3,0.435,2.3
CVD-0015679,Clc1cccc(c1)C(NC(=O)Cn1cc(Cl)c(=O)[nH]c1=O)C(=O)Nc1cncc2ccccc12,001,EDJ-MED-ee07cf00-16,9.33,5.35,16.3,0.537,1.3
CVD-0015678,Clc1cccc(c1)C(NC(=O)Cc1ccc(cc1)-n1cnnn1)C(=O)Nc1cncc2ccccc12,001,EDJ-MED-ee07cf00-15,10.3,8.65,12.2,0.741,1.1
CVD-0015677,Clc1cccc(c1)C(NC(=O)Cn1nc2CCCn2c(=O)c1=O)C(=O)Nc1cncc2ccccc12,001,EDJ-MED-ee07cf00-14,2.76,2.31,3.29,0.962,1.1
CVD-0015675,NC(=O)c1ccc(OCC(=O)NC(C(=O)Nc2cncc3ccccc23)c2cccc(Cl)c2)cc1,001,EDJ-MED-ee07cf00-12,3.03,2.28,4.04,1.16,1.1
CVD-0015673,FC(F)(F)c1ncn(CC(=O)NC(C(=O)Nc2cncc3ccccc23)c2cccc(Cl)c2)n1,001,EDJ-MED-ee07cf00-10,13.6,10.1,18.4,0.539,2.1
CVD-0015672,Clc1cccc(c1)C(NC(=O)Cn1nnc(n1)-c1ccccc1)C(=O)Nc1cncc2ccccc12,001,EDJ-MED-ee07cf00-9,18.3,16.7,20.0,1.17,1.1
CVD-0015671,Clc1cccc(c1)C(NC(=O)Cn1cc(C#N)c(=O)[nH]c1=O)C(=O)Nc1cncc2ccccc12,001,EDJ-MED-ee07cf00-8,21.2,16.3,27.7,0.944,2.1
CVD-0015669,Cn1cc(cn1)C1=NOC(C1)C(=O)NC(C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1,001,EDJ-MED-ee07cf00-6,7.19,6.17,8.38,1.20,1.1
CVD-0015668,Clc1cccc(c1)C(NC(=O)CNC(=O)c1ccc(cc1)C#N)C(=O)Nc1cncc2ccccc12,001,EDJ-MED-ee07cf00-5,18.7,14.8,23.7,0.652,2.1
CVD-0015667,CC(NC(=O)C1CCC1)C(=O)NC(C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1,001,EDJ-MED-ee07cf00-4,4.81,4.02,5.74,1.01,1.1
CVD-0015666,Cn1ncc2c1ncn(CC(=O)NC(C(=O)Nc1cncc3ccccc13)c1cccc(Cl)c1)c2=O,001,EDJ-MED-ee07cf00-3,23.8,19.5,28.9,0.706,2.1
CVD-0015664,Cn1c(=O)ccn(CC(=O)NC(C(=O)Nc2cncc3ccccc23)c2cccc(Cl)c2)c1=O,001,EDJ-MED-ee07cf00-1,11.3,9.15,14.0,0.772,2.1
CVD-0015663,COC(=O)\C=C\C(=O)N(C(=O)[C@H]1CCOc2ccc(Cl)cc12)c1cncc2ccccc12,001,MAT-POS-9db1e783-3,4.36,3.81,4.98,1.08,1.1
CVD-0015662,OCC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,001,MAT-POS-9db1e783-2,1.09,0.992,1.19,1.05,1.1
CVD-0015615,CN(CCO)C1CCN(CC1)C(=O)CC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,001,EDG-MED-ba1ac7b9-28,37.6,32.2,43.9,0.978,2.1
CVD-0015614,CC1CN(CCO)CCN1C(=O)CC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,001,EDG-MED-ba1ac7b9-27,14.5,13.1,16.1,1.04,1.1
CVD-0015610,FC(F)CN1C[C@@H]2C[C@H]1CN2C(=O)CC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,001,EDG-MED-ba1ac7b9-23,3.78,3.57,4.00,1.08,1.1
CVD-0015609,NC(=O)C1Cc2[nH]cnc2CN1C(=O)CC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,001,EDG-MED-ba1ac7b9-22,9.28,8.00,10.8,1.06,1.1
CVD-0015608,Clc1ccc2OCCC(CC(=O)N3CCCC3Cn3ccnc3)(C(=O)Nc3cncc4ccccc34)c2c1,001,EDG-MED-ba1ac7b9-21,0.620,0.529,0.725,1.02,1.1
CVD-0015607,FC(F)CC1COCCN1C(=O)CC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,001,EDG-MED-ba1ac7b9-20,12.6,10.5,15.1,0.982,1.1
CVD-0015607,FC(F)CC1COCCN1C(=O)CC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,001,EDG-MED-ba1ac7b9-20,7.68,7.13,8.27,1.06,1.1
CVD-0015606,CC1N(CCn2cnnc12)C(=O)CC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,001,EDG-MED-ba1ac7b9-19,2.52,2.33,2.73,1.11,1.1
CVD-0015605,CC1Cn2nccc2CN1C(=O)CC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,001,EDG-MED-ba1ac7b9-18,2.85,2.38,3.43,1.19,1.1
CVD-0015605,CC1Cn2nccc2CN1C(=O)CC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,001,EDG-MED-ba1ac7b9-18,1.56,1.45,1.68,1.09,1.1
CVD-0015604,Cn1ccnc1CN(C1CC1)C(=O)CC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,001,EDG-MED-ba1ac7b9-17,5.05,4.58,5.58,1.11,1.1
CVD-0015603,Cn1cncc1CN(C1CC1)C(=O)CC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,001,EDG-MED-ba1ac7b9-16,6.10,5.75,6.47,1.06,1.1
CVD-0015602,CC1CN(C)CCN1C(=O)CC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,001,EDG-MED-ba1ac7b9-15,4.85,4.14,5.69,0.737,1.1
CVD-0015602,CC1CN(C)CCN1C(=O)CC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,001,EDG-MED-ba1ac7b9-15,7.87,7.03,8.81,0.952,1.1
CVD-0015600,CN1C[C@@H]2C[C@H]1CN2C(=O)CC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,001,EDG-MED-ba1ac7b9-13,6.39,5.96,6.86,1.00,1.1
CVD-0015599,Clc1ccc2OCCC(CC(=O)N3CCCC3c3nnn[nH]3)(C(=O)Nc3cncc4ccccc34)c2c1,001,EDG-MED-ba1ac7b9-12,7.98,7.13,8.92,1.04,1.1
CVD-0015598,Clc1ccc2OCCC(CC(=O)N3CCCCC3c3cn[nH]c3)(C(=O)Nc3cncc4ccccc34)c2c1,001,EDG-MED-ba1ac7b9-11,0.403,0.380,0.428,1.05,1.1
CVD-0015598,Clc1ccc2OCCC(CC(=O)N3CCCCC3c3cn[nH]c3)(C(=O)Nc3cncc4ccccc34)c2c1,001,EDG-MED-ba1ac7b9-11,0.744,0.569,0.972,0.990,1.1
CVD-0015598,Clc1ccc2OCCC(CC(=O)N3CCCCC3c3cn[nH]c3)(C(=O)Nc3cncc4ccccc34)c2c1,001,EDG-MED-ba1ac7b9-11,0.424,0.397,0.452,1.09,1.1
CVD-0015597,Clc1ccc2OCCC(CC(=O)N3CCCCC3c3cc[nH]n3)(C(=O)Nc3cncc4ccccc34)c2c1,001,EDG-MED-ba1ac7b9-10,0.616,0.558,0.680,1.02,1.1
CVD-0015596,Clc1ccc2OCCC(CC(=O)N3CCCCC3c3nc[nH]n3)(C(=O)Nc3cncc4ccccc34)c2c1,001,EDG-MED-ba1ac7b9-9,0.437,0.419,0.455,1.08,1.1
CVD-0015503,CCOc1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1cocn1,001,ALP-POS-ced8ea4d-67,15.5,14.0,17.0,1.17,1.1
CVD-0015499,Fc1cccc(CCNC(=O)C(N(C(=O)c2cocn2)c2cnc(nc2)C2CCC2)c2cccnc2)c1,001,ALP-POS-ced8ea4d-63,69.1,64.9,73.6,1.08,2.1
CVD-0015473,Fc1cccc(CCNC(=O)C(N(C(=O)c2cocn2)c2ccc(nc2)C(F)(F)F)c2cccnc2)c1,001,ALP-POS-ced8ea4d-37,36.4,34.5,38.4,1.07,2.1
CVD-0015472,Fc1cccc(CCNC(=O)C(N(C(=O)c2cocn2)c2ccc3scnc3c2)c2cccnc2)c1,001,ALP-POS-ced8ea4d-36,84.0,74.9,94.2,1.01,2.1
CVD-0015471,Fc1cccc(CCNC(=O)C(N(C(=O)c2cocn2)c2cn(Cc3ccccc3)cn2)c2cccnc2)c1,001,ALP-POS-ced8ea4d-35,27.3,25.0,29.8,1.03,2.1
CVD-0015468,Fc1cccc(CCNC(=O)C(N(C(=O)c2cocn2)c2ccc(OC3CCOC3)cc2)c2cccnc2)c1,001,ALP-POS-ced8ea4d-32,6.32,5.91,6.76,1.11,1.1
CVD-0015466,FC(F)CN1C(=O)CCc2cc(ccc12)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1cocn1,001,ALP-POS-ced8ea4d-30,24.5,22.0,27.3,0.968,2.1
CVD-0015464,Fc1cccc(CCNC(=O)C(N(C(=O)c2cocn2)c2ccccc2)c2cccnc2)c1,001,ALP-POS-ced8ea4d-28,89.2,79.0,101,1.11,2.1
CVD-0015463,Cc1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1cocn1,001,ALP-POS-ced8ea4d-27,50.2,46.3,54.5,1.12,2.1
CVD-0015460,Fc1cccc(CCNC(=O)C(N(C(=O)c2cocn2)c2ccc3ncsc3c2)c2cccnc2)c1,001,ALP-POS-ced8ea4d-24,60.5,56.3,64.9,1.07,2.1
CVD-0015456,Cn1ccc2cc(ccc12)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1cocn1,001,ALP-POS-ced8ea4d-20,23.8,21.9,25.8,1.04,2.1
CVD-0015455,COc1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1cocn1,001,ALP-POS-ced8ea4d-19,22.2,20.2,24.3,1.11,2.1
CVD-0015454,Fc1cccc(CCNC(=O)C(N(C(=O)c2cocn2)c2ccc3nc([nH]c3c2)C(F)(F)F)c2cccnc2)c1,001,ALP-POS-ced8ea4d-18,77.6,69.6,86.4,1.05,2.1
CVD-0015452,Fc1cccc(CCNC(=O)C(N(C(=O)c2cocn2)c2ccc(Cn3cccn3)cc2)c2cccnc2)c1,001,ALP-POS-ced8ea4d-16,8.34,7.78,8.93,1.15,1.1
CVD-0015448,CC(C)Oc1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1cocn1,001,ALP-POS-ced8ea4d-12,0.609,0.580,0.640,1.10,1.1
CVD-0015447,CS(=O)(=O)Cc1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1cocn1,001,ALP-POS-ced8ea4d-11,27.7,26.1,29.4,1.04,2.1
CVD-0015445,CS(=O)(=O)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1cocn1,001,ALP-POS-ced8ea4d-9,75.9,70.4,81.8,1.11,2.1
CVD-0015444,Cn1ncc2cc(ccc12)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1cocn1,001,ALP-POS-ced8ea4d-8,48.0,45.4,50.8,1.10,2.1
CVD-0015441,CC(C)S(=O)(=O)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1cocn1,001,ALP-POS-ced8ea4d-5,66.1,60.7,72.0,1.10,2.1
CVD-0015437,CN1C(=O)CCc2cc(ccc12)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1cocn1,001,ALP-POS-ced8ea4d-1,63.5,59.0,68.4,1.07,2.1
CVD-0015391,Clc1ccc2OCC[C@](CC(=O)N3CCN(CC3)C3CCOC3)(C(=O)Nc3cncc4ccccc34)c2c1,001,ALP-POS-5bb456a5-8,1.99,1.70,2.33,0.975,1.1
CVD-0015390,Clc1ccc2OCCC(CC(=O)N3CCN(CC3)C3CCOC3)(C(=O)Nc3cncc4ccccc34)c2c1,001,ALP-POS-5bb456a5-7,6.68,5.55,8.05,1.22,1.1
CVD-0015386,Cn1nnnc1C1=CCN(CC1)C(=O)CC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,001,ALP-POS-5bb456a5-3,9.18,8.74,9.64,0.999,1.1
CVD-0015384,CC1CN(CCC1NC(=O)CC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12)S(C)(=O)=O,001,ALP-POS-5bb456a5-1,2.79,2.56,3.03,0.953,1.1
CVD-0015383,Clc1cc(Cl)c2NC(=O)CC(C(=O)Nc3cncc4ccccc34)c2c1,001,MAT-POS-f39f51fd-1,3.76,2.42,5.84,0.825,1.3
CVD-0015383,Clc1cc(Cl)c2NC(=O)CC(C(=O)Nc3cncc4ccccc34)c2c1,001,MAT-POS-f39f51fd-1,2.45,1.83,3.28,0.851,2.1
CVD-0015380,COc1ccc2cncc(NC(=O)C3CCOc4ccc(Cl)cc34)c2c1,001,MAT-POS-f9802937-7,0.207,0.175,0.245,0.906,1.1
CVD-0015380,COc1ccc2cncc(NC(=O)C3CCOc4ccc(Cl)cc34)c2c1,001,MAT-POS-f9802937-7,0.247,0.225,0.271,1.01,2.1
CVD-0015379,CNC(=O)C[C@]1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,001,MAT-POS-f9802937-6,49.6,40.0,61.6,1.34,2.1
CVD-0015378,CNC(=O)C[C@@]1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,001,MAT-POS-f9802937-5,1.81,1.53,2.16,1.20,1.1
CVD-0015377,CN(C)C(=O)C[C@]1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,001,MAT-POS-f9802937-4,20.5,19.4,21.6,1.04,2.1
