SMILES,TITLE,fragments,CrystalName,CompoundCode,MountingResult,DataCollectionOutcome,DataProcessingResolutionHigh,RefinementOutcome,Deposition_PDB_ID,Hybrid2,docked_fragment,Mpro-x0500_dock,site
c1ccc(c(c1)NC(=O)C2CCN(CC2)C(=O)CCl)O,x1354,x1354,Mpro-x1354,PCM-0102389,OK: No comment:No comment,Failed - low resolution,4.13,,None,-7.899599,x0749,,active-covalent
c1ccc(c(c1)NC(=O)C2CCN(CC2)C(=O)CCl)O,x1358,x1358,Mpro-x1358,PCM-0102389,OK: No comment:No comment,success,1.64,6 - Deposited,5RFL,-7.899599,x0749,,active-covalent
c1ccc(c(c1)NC(=O)C2CCN(CC2)C(=O)CCl)O,x0815,x0815,Mpro-x0815,PCM-0102389,OK: Clear:Normal,Failed - low resolution,3.59,,None,-7.899599,x0749,,active-covalent
c1ccc(c(c1)NC(=O)C2CCN(CC2)C(=O)CCl)O,x1405,x1405,Mpro-x1405,PCM-0102389,OK: No comment:No comment,success,1.86,7 - Analysed & Rejected,None,-7.899599,x0749,,active-covalent
c1ccc(c(c1)NC(=O)C2CCN(CC2)C(=O)CCl)O,x0741,x0741,Mpro-x0741,PCM-0102389,OK: Clear:Normal,success,1.89,7 - Analysed & Rejected,None,-7.899599,x0749,,active-covalent
c1ccc(c(c1)NC(=O)C2CCN(CC2)C(=O)CCl)O,x1379,x1379,Mpro-x1379,PCM-0102389,OK: No comment:No comment,success,1.7,7 - Analysed & Rejected,None,-7.899599,x0749,,active-covalent
c1ccc(c(c1)NC(=O)C2CCN(CC2)C(=O)CCl)O,x1432,x1432,Mpro-x1432,PCM-0102389,OK: No comment:No comment,success,2.15,7 - Analysed & Rejected,None,-7.899599,x0749,,active-covalent
c1ccc(c(c1)NC(=O)C2CCN(CC2)C(=O)CCl)O,x1408,x1408,Mpro-x1408,PCM-0102389,OK: No comment:No comment,success,1.77,7 - Analysed & Rejected,None,-7.899599,x0749,,active-covalent
c1ccc(c(c1)NC(=O)C2CCN(CC2)C(=O)CCl)O,x0737,x0737,Mpro-x0737,PCM-0102389,OK: Clear:Normal,success,1.7,7 - Analysed & Rejected,None,-7.899599,x0749,,active-covalent
c1ccc(c(c1)NC(=O)C2CCN(CC2)C(=O)CCl)O,x1319,x1319,Mpro-x1319,PCM-0102389,OK: No comment:No comment,success,1.97,7 - Analysed & Rejected,None,-7.899599,x0749,,active-covalent
c1ccc(c(c1)NC(=O)C2CCN(CC2)C(=O)CCl)O,x0811,x0811,Mpro-x0811,PCM-0102389,OK: Clear:Normal,success,1.63,7 - Analysed & Rejected,None,-7.899599,x0749,,active-covalent
C[C@@H](c1cnn(c1)C)NC(=O)c2ccccc2OCC(=O)N,x2564,x2564,Mpro-x2564,Z1260022281,OK: No comment:No comment,success,1.89,7 - Analysed & Rejected,None,-7.899331,x0195,,active-noncovalent
CC(C)C(=O)NC[C@H]1CCC[NH2+]C1,x0618,x0618,Mpro-x0618,Z1262327459,Mounted_Clear,success,2.78,7 - Analysed & Rejected,None,-7.894549,x1093,,active-noncovalent
c1cc(cc(c1)F)C[N@@]2CCCS2(=O)=O,x0672,x0672,Mpro-x0672,Z729352906,Mounted_Clear,success,1.91,7 - Analysed & Rejected,None,-7.894145,x0749,,active-covalent
CCc1ccc(cc1)OCC(=O)N2CCCCC2,x0455,x0455,Mpro-x0455,Z18839017,OK: No comment:No comment,success,1.76,7 - Analysed & Rejected,None,-7.894075,x0749,,active-covalent
CCc1ccc(cc1)OCC(=O)N2CCCCC2,x1270,x1270,Mpro-x1270,Z18839017,OK: No comment:No comment,success,3,7 - Analysed & Rejected,None,-7.894075,x0749,,active-covalent
C[C@@H](C[NH2+]Cc1ccc2c(c1)OCO2)O,x1212,x1212,Mpro-x1212,Z2856434941,OK: No comment:No comment,success,2.2,7 - Analysed & Rejected,None,-7.891804,x0678,,active-noncovalent
CC1CCN(CC1)C(=O)CC(F)(F)F,x0160,x0160,Mpro-x0160,Z316425948,OK: Clear:Normal,success,2.94,7 - Analysed & Rejected,None,-7.891396,x0749,,active-covalent
c1cc2c(c[nH]c2nc1)CC(=O)NCc3ccc(cn3)C#N,x2675,x2675,Mpro-x2675,Z1767447079,OK: No comment:No comment,success,1.78,7 - Analysed & Rejected,None,-7.890812,x0749,,active-covalent
c1cc2c(c[nH]c2nc1)CC(=O)NCc3ccc(cn3)C#N,x2507,x2507,Mpro-x2507,Z1767447079,OK: Clear:Normal,success,1.91,7 - Analysed & Rejected,None,-7.890812,x0749,,active-covalent
Cc1cc(=O)n([nH]1)c2ccccc2,x0297,x0297,Mpro-x0297,Z50145861,OK: No comment:No comment,success,1.98,7 - Analysed & Rejected,None,-7.889587,x0195,,active-noncovalent
C=CC(=O)N1CCNC(=O)[C@@H]1Cc2nc3ccccc3o2,x2873,x2873,Mpro-x2873,1 C02,OK: Clear:No comment,success,1.8,7 - Analysed & Rejected,None,-7.883189,x1385,,active-covalent
CC(=O)NCc1cncs1,x1064,x1064,Mpro-x1064,Z1667545918,OK: Clear:Normal,success,1.65,7 - Analysed & Rejected,None,-7.878706,x0195,,active-noncovalent
CC(=O)NCc1cncs1,x0238,x0238,Mpro-x0238,Z1667545918,OK: Clear:Cracked,success,2.63,7 - Analysed & Rejected,None,-7.878706,x0195,,active-noncovalent
c1cc(ccc1C[C@]2(CC[NH2+]C2)C(=O)[O-])F,x0866,x0866,Mpro-x0866,POB0114,OK: Clear:Normal,success,2.29,7 - Analysed & Rejected,None,-7.878417,x0678,,active-noncovalent
CCOC(=O)c1ccc(cc1F)F,x0557,x0557,Mpro-x0557,Z53836105,OK: No comment:No comment,success,1.95,7 - Analysed & Rejected,None,-7.877579,x0195,,active-noncovalent
COc1cccc(c1)[C@@H](CC(=O)[O-])[NH3+],x1128,x1128,Mpro-x1128,Z335451386,OK: No comment:No comment,success,1.58,7 - Analysed & Rejected,None,-7.874615,x0678,,active-noncovalent
COc1cccc(c1)[C@@H](CC(=O)[O-])[NH3+],x0242,x0242,Mpro-x0242,Z335451386,OK: No comment:No comment,success,1.49,7 - Analysed & Rejected,None,-7.874615,x0678,,active-noncovalent
c1cc(cc(c1)C#N)CC(=O)Nc2cccnc2,x2600,x2600,Mpro-x2600,Z1343543528,OK: No comment:No comment,success,1.52,6 - Deposited,5RGZ,-7.873439,x0749,,active-covalent
CC(=O)NCCc1ccc(cc1)S(=O)(=O)N,x0179,x0179,Mpro-x0179,Z30857828,OK: Clear:Normal,success,1.73,7 - Analysed & Rejected,None,-7.869296,x0104,,active-noncovalent
c1ccc(c(c1)CO)N2CCOCC2,x0180,x0180,Mpro-x0180,Z235361235,OK: Clear:Cracked,success,2.45,7 - Analysed & Rejected,None,-7.866174,x0195,,active-noncovalent
CCNC(=O)C[N@@H+]1C[C@@H](OC[C@H]1C)C,x0668,x0668,Mpro-x0668,Z355728146,Mounted_Clear,success,1.73,7 - Analysed & Rejected,None,-7.863604,x0104,,active-noncovalent
CC(C)N(C)C(=O)C1CCN(CC1)C(=O)CCl,x2665,x2665,Mpro-x2665,Z561717446,OK: No comment:No comment,success,1.76,3 - In Refinement,None,-7.862561,x0749,,active-covalent
CC(C)N(C)C(=O)C1CCN(CC1)C(=O)CCl,x1458,x1458,Mpro-x1458,PCM-0102974,OK: No comment:No comment,success,1.9,6 - Deposited,5RFY,-7.862561,x0749,,active-covalent
CC(C)N(C)C(=O)C1CCN(CC1)C(=O)CCl,x2497,x2497,Mpro-x2497,Z561717446,OK: Clear:Normal,success,1.81,3 - In Refinement,None,-7.862561,x0749,,active-covalent
CC(C)N(C)C(=O)C1CCN(CC1)C(=O)CCl,x0739,x0739,Mpro-x0739,PCM-0102974,OK: Clear:Normal,success,2.98,7 - Analysed & Rejected,None,-7.862561,x0749,,active-covalent
CC(C)N(C)C(=O)C1CCN(CC1)C(=O)CCl,x1322,x1322,Mpro-x1322,PCM-0102974,OK: No comment:No comment,Failed - low resolution,5.13,,None,-7.862561,x0749,,active-covalent
CC(C)N(C)C(=O)C1CCN(CC1)C(=O)CCl,x1407,x1407,Mpro-x1407,PCM-0102974,OK: No comment:No comment,success,2.86,7 - Analysed & Rejected,None,-7.862561,x0749,,active-covalent
CC(C)N(C)C(=O)C1CCN(CC1)C(=O)CCl,x1362,x1362,Mpro-x1362,PCM-0102974,OK: No comment:No comment,success,2.11,7 - Analysed & Rejected,None,-7.862561,x0749,,active-covalent
CC(C)N(C)C(=O)C1CCN(CC1)C(=O)CCl,x0745,x0745,Mpro-x0745,PCM-0102974,OK: Clear:Normal,success,1.72,7 - Analysed & Rejected,None,-7.862561,x0749,,active-covalent
CC(C)N(C)C(=O)C1CCN(CC1)C(=O)CCl,x1318,x1318,Mpro-x1318,PCM-0102974,OK: No comment:No comment,success,2.25,7 - Analysed & Rejected,None,-7.862561,x0749,,active-covalent
CC(C)N(C)C(=O)C1CCN(CC1)C(=O)CCl,x0813,x0813,Mpro-x0813,PCM-0102974,OK: Clear:Normal,success,1.84,7 - Analysed & Rejected,None,-7.862561,x0749,,active-covalent
CC(C)N(C)C(=O)C1CCN(CC1)C(=O)CCl,x1356,x1356,Mpro-x1356,PCM-0102974,OK: No comment:No comment,success,2.62,7 - Analysed & Rejected,None,-7.862561,x0749,,active-covalent
CC(C)N(C)C(=O)C1CCN(CC1)C(=O)CCl,x0819,x0819,Mpro-x0819,PCM-0102974,OK: Clear:Normal,success,1.73,7 - Analysed & Rejected,None,-7.862561,x0749,,active-covalent
CCc1csc(n1)c2c[nH]cn2,x0334,x0334,Mpro-x0334,Z1530301542,OK: No comment:No comment,success,1.67,7 - Analysed & Rejected,None,-7.856111,x0434,,active-noncovalent
CC(=O)c1ccc(cc1)NC(=O)C[NH+]2CCCC2,x0365,x0365,Mpro-x0365,Z2856434916,OK: No comment:No comment,success,2.74,7 - Analysed & Rejected,None,-7.854779,x0161,,active-noncovalent
CC(=O)c1ccc(cc1)NC(=O)C[NH+]2CCCC2,x1076,x1076,Mpro-x1076,Z2856434916,OK: Clear:Normal,success,1.86,7 - Analysed & Rejected,None,-7.854779,x0161,,active-noncovalent
Cc1c(c(on1)C)C[C@H](C)C(=O)N(C)C,x0642,x0642,Mpro-x0642,Z1246465616,Mounted_Clear,success,1.68,7 - Analysed & Rejected,None,-7.850477,x0195,,active-noncovalent
Cc1c(c(on1)C)C[C@H](C)C(=O)N(C)C,x1139,x1139,Mpro-x1139,Z1246465616,OK: No comment:No comment,success,1.51,7 - Analysed & Rejected,None,-7.850477,x0195,,active-noncovalent
Cc1ccccc1n2cc(nn2)C(=O)[O-],x0178,x0178,Mpro-x0178,Z2327226104,OK: Clear:Normal,None,None,,None,-7.846395,x0195,,active-noncovalent
Cc1c(cno1)c2csc(n2)[C@H](C)OC,x0156,x0156,Mpro-x0156,Z1945710531,OK: Precipitated:Normal,success,1.18,7 - Analysed & Rejected,None,-7.843478,x0749,,active-covalent
Cc1c(cno1)c2csc(n2)[C@H](C)OC,x1111,x1111,Mpro-x1111,Z1945710531,OK: Precipitated:No comment,success,1.77,7 - Analysed & Rejected,None,-7.843478,x0749,,active-covalent
Cc1cnc(s1)N2CC[NH2+]CC2,x0250,x0250,Mpro-x0250,Z1741975423,OK: No comment:No comment,success,1.82,7 - Analysed & Rejected,None,-7.842334,x0195,,active-noncovalent
CC(=O)NCc1ccc(cc1)S(=O)(=O)N,x0336,x0336,Mpro-x0336,Z30932204,OK: No comment:No comment,success,1.79,6 - Deposited,5RE7,-7.839079,x0749,,active-covalent
Cc1ccc(c(c1)NC(=O)C[NH3+])OC,x0044,x0044,Mpro-x0044,Z235341991,OK: No comment:No comment,success,1.78,7 - Analysed & Rejected,None,-7.838633,x0195,,active-noncovalent
c1ccc2c(c1)CC3(CCOCC3)C(=O)N2,x0889,x0889,Mpro-x0889,POB0119,OK: Clear:Normal,success,1.71,7 - Analysed & Rejected,None,-7.835081,x0749,,active-covalent
Cc1ccc(cc1)S(=O)(=O)N2CCN(CC2)C(=O)CCl,x0805,x0805,Mpro-x0805,PCM-0102759,OK: Clear:Normal,success,1.46,7 - Analysed & Rejected,None,-7.833354,x0749,,active-covalent
Cc1ccc(cc1)S(=O)(=O)N2CCN(CC2)C(=O)CCl,x1353,x1353,Mpro-x1353,PCM-0102759,OK: No comment:No comment,success,2.21,7 - Analysed & Rejected,None,-7.833354,x0749,,active-covalent
Cc1ccc(cc1)S(=O)(=O)N2CCN(CC2)C(=O)CCl,x1428,x1428,Mpro-x1428,PCM-0102759,OK: No comment:No comment,Failed - low resolution,3.92,,None,-7.833354,x0749,,active-covalent
Cc1ccc(cc1)S(=O)(=O)N2CCN(CC2)C(=O)CCl,x1401,x1401,Mpro-x1401,PCM-0102759,OK: No comment:No comment,success,2.75,7 - Analysed & Rejected,None,-7.833354,x0749,,active-covalent
Cc1ccc(cc1)S(=O)(=O)N2CCN(CC2)C(=O)CCl,x0731,x0731,Mpro-x0731,PCM-0102759,OK: Clear:Normal,success,1.83,6 - Deposited,5RGN,-7.833354,x0749,,active-covalent
CN(C)C(=O)OCCn1ccnc1,x1264,x1264,Mpro-x1264,Z1722836661,OK: No comment:No comment,success,1.49,7 - Analysed & Rejected,None,-7.830452,x0195,,active-noncovalent
CN(C)C(=O)OCCn1ccnc1,x0605,x0605,Mpro-x0605,Z1722836661,OK: No comment:No comment,Failed - low resolution,3.91,,None,-7.830452,x0195,,active-noncovalent
C[C@H]1CN(c2cccc(c2O1)F)C(=O)C,x1154,x1154,Mpro-x1154,Z1730522163,OK: No comment:No comment,success,1.74,7 - Analysed & Rejected,None,-7.827809,x0195,,active-noncovalent
C[C@H]1CN(c2cccc(c2O1)F)C(=O)C,x0335,x0335,Mpro-x0335,Z1730522163,OK: No comment:No comment,success,1.82,7 - Analysed & Rejected,None,-7.827809,x0195,,active-noncovalent
CC[C@H](CO)NC(=O)Nc1ccc(cc1)Cl,x0484,x0484,Mpro-x0484,Z1593306637,OK: No comment:No comment,success,1.8,7 - Analysed & Rejected,None,-7.825851,x0678,,active-noncovalent
CC[C@H](CO)NC(=O)Nc1ccc(cc1)Cl,x1152,x1152,Mpro-x1152,Z1593306637,OK: No comment:No comment,success,1.72,7 - Analysed & Rejected,None,-7.825851,x0678,,active-noncovalent
c1cnc(nc1)N2CCC(CC2)CO,x0575,x0575,Mpro-x0575,Z645232558,OK: No comment:Cracked,success,2.07,7 - Analysed & Rejected,None,-7.820461,x0161,,active-noncovalent
c1ccc(cc1)C(c2ccccc2)OC(=O)[C@]3(CCC(=O)O3)n4c(=O)c5ccccc5s4,x2062,x2062,Mpro-x2062,tfs0350,OK: Precipitated:No comment,success,2.92,7 - Analysed & Rejected,None,-7.819194,x0874,,active-noncovalent
c1ccc(c(c1)N)N2CCOCC2,x0172,x0172,Mpro-x0172,Z56785490,OK: Clear:Normal,success,1.74,7 - Analysed & Rejected,None,-7.817389,x0678,,active-noncovalent
CC(=O)N1CCCC2(C1)CCCCCC2,x0035,x0035,Mpro-x0035,Z1275599911,OK: No comment:No comment,success,1.79,7 - Analysed & Rejected,None,-7.816387,x1093,,active-noncovalent
Cc1ccsc1C[NH2+]C(C)(C)CO,x0524,x0524,Mpro-x0524,Z2856434821,OK: No comment:Cracked,success,3.36,7 - Analysed & Rejected,None,-7.816010,x0946,,active-noncovalent
c1cc(c(cc1n2cc(nn2)CO)Cl)Cl,x0073,x0073,Mpro-x0073,Z1891776064,OK: No comment:No comment,None,None,,None,-7.814584,x0749,,active-covalent
CC(=O)Nc1cccc(c1)NC(=O)COC,x0680,x0680,Mpro-x0680,Z31735562,Mounted_Clear,success,1.73,7 - Analysed & Rejected,None,-7.813489,x0749,,active-covalent
Cc1cc(c(c(c1)C)NC(=O)COC)C,x1281,x1281,Mpro-x1281,Z57260516,OK: No comment:No comment,success,2.6,7 - Analysed & Rejected,None,-7.810631,x0195,,active-noncovalent
Cc1cc(c(c(c1)C)NC(=O)COC)C,x0577,x0577,Mpro-x0577,Z57260516,OK: No comment:No comment,success,2.41,7 - Analysed & Rejected,None,-7.810631,x0195,,active-noncovalent
CC(C)CNC(=O)c1cc(ccc1OC)Cl,x0567,x0567,Mpro-x0567,Z32386228,OK: No comment:No comment,success,1.66,7 - Analysed & Rejected,None,-7.808305,x0195,,active-noncovalent
Cc1ccc(cc1)[C@]2(CCCN(C2)C(=O)C)C(=O)[O-],x0919,x0919,Mpro-x0919,POB0083,OK: No comment:No comment,success,2.32,7 - Analysed & Rejected,None,-7.807623,x1311,,active-covalent
CC(C)NC(=O)N(C)[C@@H]1CCS(=O)(=O)C1,x0517,x0517,Mpro-x0517,Z445856640,OK: No comment:No comment,Failed - low resolution,4,,None,-7.805090,x0195,,active-noncovalent
CC(C)NC(=O)N(C)[C@@H]1CCS(=O)(=O)C1,x1254,x1254,Mpro-x1254,Z445856640,OK: No comment:No comment,success,1.45,7 - Analysed & Rejected,None,-7.805090,x0195,,active-noncovalent
Cc1c(nc(s1)C)C(=O)N2CCCC2,x0550,x0550,Mpro-x0550,Z1497321453,OK: No comment:No comment,success,2.02,7 - Analysed & Rejected,None,-7.797816,x0678,,active-noncovalent
COc1ccccc1N2CCN(CC2)CC#N,x0649,x0649,Mpro-x0649,Z2856434807,Mounted_Clear,success,1.88,7 - Analysed & Rejected,None,-7.797358,x0749,,active-covalent
C[NH+]1CCC(CC1)C(=O)N[C@@H]2CCCC[C@H]2NC(=O)c3ccccc3,x2823,x2823,Mpro-x2823,GIA-UNK-d2d-4,OK: Clear:No comment,success,2.26,7 - Analysed & Rejected,None,-7.797143,x0874,,active-noncovalent
CC(C)c1ccc(cc1)C(=O)Nc2ccccn2,x0502,x0502,Mpro-x0502,Z85525355,OK: No comment:Cracked,Failed - low resolution,5.51,,None,-7.792404,x0678,,active-noncovalent
CC(C)c1ccc(cc1)C(=O)Nc2ccccn2,x1252,x1252,Mpro-x1252,Z85525355,OK: No comment:No comment,success,1.43,7 - Analysed & Rejected,None,-7.792404,x0678,,active-noncovalent
COCc1cc(no1)C(=O)N,x0119,x0119,Mpro-x0119,Z1273141646,OK: Clear:Normal,success,1.86,7 - Analysed & Rejected,None,-7.791372,x0397,,active-noncovalent
c1c([nH+]c([nH]1)C2CC2)C(=O)N,x0065,x0065,Mpro-x0065,Z1407672867,OK: No comment:No comment,success,2.02,7 - Analysed & Rejected,None,-7.790565,x0195,,active-noncovalent
c1ccc(cc1)NC(=O)CC(=O)Nc2ccncc2,x2833,x2833,Mpro-x2833,Z4444622142,OK: Clear:No comment,success,1.99,7 - Analysed & Rejected,None,-7.789352,x0107,,active-noncovalent
c1ccc2c(c1)c(=O)n(o2)[C@@]3(CCC(=O)O3)C(=O)[O-],x2063,x2063,Mpro-x2063,tfs0351,OK: No comment:Cracked,success,2.67,7 - Analysed & Rejected,None,-7.788755,x0195,,active-noncovalent
C[C@@H](CO)N(C)c1c(cccn1)F,x1183,x1183,Mpro-x1183,Z2017168803,OK: No comment:No comment,success,1.46,7 - Analysed & Rejected,None,-7.785793,x1382,,active-covalent
C[C@@H](CO)N(C)c1c(cccn1)F,x1275,x1275,Mpro-x1275,Z2017168803,OK: No comment:No comment,success,3.38,7 - Analysed & Rejected,None,-7.785793,x1382,,active-covalent
C[C@@H](CO)N(C)c1c(cccn1)F,x0291,x0291,Mpro-x0291,Z2017168803,OK: No comment:No comment,success,2.24,7 - Analysed & Rejected,None,-7.785793,x1382,,active-covalent
CN1CCCc2c1cc(cc2)S(=O)(=O)N,x0195,x0195,Mpro-x0195,Z1367324110,OK: Clear:Normal,success,1.95,6 - Deposited,5R81,-7.785240,x0195,,active-noncovalent
Cn1cc(cn1)[C@@H]2CCC[C@@H]2CO,x0839,x0839,Mpro-x0839,POB0124,OK: Clear:Normal,success,1.84,7 - Analysed & Rejected,None,-7.783470,x0195,,active-noncovalent
CCc1nc(no1)c2ccc(cc2)Cl,x0182,x0182,Mpro-x0182,Z57792053,OK: Clear:Normal,success,1.92,7 - Analysed & Rejected,None,-7.782921,x0749,,active-covalent
c1ccnc(c1)C2(CCCC2)C[NH3+],x0895,x0895,Mpro-x0895,POB0075,OK: Clear:Normal,success,2.74,7 - Analysed & Rejected,None,-7.781602,x1382,,active-covalent
C[C@@H]1CCCN([C@@H]1C(=O)OC)C(=O)C,x0884,x0884,Mpro-x0884,POB0020,OK: Clear:Normal,success,1.68,7 - Analysed & Rejected,None,-7.781389,x0195,,active-noncovalent
c1cc(sc1)C(=O)Nc2ccc(cc2)C#N,x0487,x0487,Mpro-x0487,Z30612387,OK: No comment:No comment,success,1.5,7 - Analysed & Rejected,None,-7.781003,x0749,,active-covalent
Cc1cccc(n1)C(=O)N[C@@H](C)C2CC2,x0355,x0355,Mpro-x0355,Z287256168,OK: No comment:Cracked,Failed - low resolution,3.55,,None,-7.779980,x0397,,active-noncovalent
Cc1c(scn1)C(=O)N2CCNC(=O)C2,x1271,x1271,Mpro-x1271,Z422344882,OK: No comment:No comment,success,3.36,7 - Analysed & Rejected,None,-7.779962,x0195,,active-noncovalent
Cc1c(scn1)C(=O)N2CCNC(=O)C2,x0123,x0123,Mpro-x0123,Z422344882,OK: Clear:Normal,success,1.75,7 - Analysed & Rejected,None,-7.779962,x0195,,active-noncovalent
c1c(ncs1)CN2CC[NH2+]CC2,x0323,x0323,Mpro-x0323,Z812517112,OK: No comment:No comment,success,2.07,7 - Analysed & Rejected,None,-7.778632,x0195,,active-noncovalent
COC(=O)C1(CCCC1)c2ccccn2,x0879,x0879,Mpro-x0879,POB0072,OK: Clear:Normal,success,1.9,7 - Analysed & Rejected,None,-7.777366,x0195,,active-noncovalent
CC(=O)NCC[NH+]1CCCCCC1,x0468,x0468,Mpro-x0468,Z169226638,OK: No comment:Cracked,success,2.04,7 - Analysed & Rejected,None,-7.776066,x0104,,active-noncovalent
CC(=O)Nc1cccc2c1non2,x0102,x0102,Mpro-x0102,Z2027158783,OK: No comment:No comment,success,2.08,7 - Analysed & Rejected,None,-7.775321,x0195,,active-noncovalent
c1cc(ccc1C(=O)N2CCSCC2)Cl,x1092,x1092,Mpro-x1092,Z437584380,OK: Precipitated:No comment,success,1.75,7 - Analysed & Rejected,None,-7.772902,x0749,,active-covalent
c1cc(ccc1C(=O)N2CCSCC2)Cl,x0545,x0545,Mpro-x0545,Z437584380,OK: Precipitated:No comment,success,2.93,7 - Analysed & Rejected,None,-7.772902,x0749,,active-covalent
CCC(CC)C(=O)Nc1ccccc1O,x0131,x0131,Mpro-x0131,Z1331830630,OK: Phase Separation:Normal,None,None,,None,-7.769409,x1093,,active-noncovalent
Cc1ccc(cc1)C2(CC[NH2+]CC2)C(=O)OC,x0903,x0903,Mpro-x0903,POB0081,OK: No comment:No comment,success,1.93,7 - Analysed & Rejected,None,-7.760251,x0749,,active-covalent
C[C@@H](CO)N(C)c1ncc(cn1)Cl,x0188,x0188,Mpro-x0188,Z1546887028,OK: Clear:Normal,success,2.54,7 - Analysed & Rejected,None,-7.759940,x0397,,active-noncovalent
C[C@@H](CO)N(C)c1ncc(cn1)Cl,x1194,x1194,Mpro-x1194,Z1546887028,OK: No comment:No comment,success,1.56,7 - Analysed & Rejected,None,-7.759940,x0397,,active-noncovalent
CCC(=O)Nc1ccc2c(c1)[nH]c(=O)[nH]2,x0152,x0152,Mpro-x0152,Z26794351,OK: Precipitated:Normal,success,3.26,7 - Analysed & Rejected,None,-7.757938,x1093,,active-noncovalent
CCC(=O)Nc1ccc2c(c1)[nH]c(=O)[nH]2,x1115,x1115,Mpro-x1115,Z26794351,OK: No comment:No comment,success,1.79,7 - Analysed & Rejected,None,-7.757938,x1093,,active-noncovalent
CCOC(=O)Nc1cccc(c1)Cl,x1105,x1105,Mpro-x1105,Z31697001,OK: Phase Separation:No comment,success,1.69,7 - Analysed & Rejected,None,-7.756975,x0195,,active-noncovalent
CCOC(=O)Nc1cccc(c1)Cl,x0186,x0186,Mpro-x0186,Z31697001,OK: Phase Separation:Normal,success,3.11,7 - Analysed & Rejected,None,-7.756975,x0195,,active-noncovalent
COC(=O)COc1ccc(cc1)C#N,x0666,x0666,Mpro-x0666,Z19234337,Mounted_Clear,success,1.96,7 - Analysed & Rejected,None,-7.756852,x0749,,active-covalent
CC(C)c1ccc(cc1)C(=O)Nc2nncs2,x0327,x0327,Mpro-x0327,Z86416893,OK: Precipitated:No comment,success,1.42,7 - Analysed & Rejected,None,-7.755654,x0749,,active-covalent
CC(=O)Nc1ccc(cc1)c2csc(n2)N,x0054,x0054,Mpro-x0054,Z48847594,OK: No comment:No comment,success,1.68,7 - Analysed & Rejected,None,-7.753472,x0749,,active-covalent
c1cc(cc(c1)OCC[NH+]2CCOCC2)NC(=O)NCc3cccnn3,x2610,x2610,Mpro-x2610,Z3603964263,OK: No comment:No comment,success,1.46,7 - Analysed & Rejected,None,-7.753376,x0678,,active-noncovalent
c1ccc(cc1)S(=O)(=O)N2CCC(CC2)C(=O)N3CCOCC3,x2620,x2620,Mpro-x2620,Z28250828,OK: No comment:No comment,success,2.03,7 - Analysed & Rejected,None,-7.749019,x0072,,active-noncovalent
CC(=O)N1Cc2ccc(cc2C1)N,x0240,x0240,Mpro-x0240,Z1354416068,OK: No comment:No comment,success,1.36,7 - Analysed & Rejected,None,-7.746858,x0195,,active-noncovalent
Cc1cc(no1)NC(=O)CSc2ccccc2,x0447,x0447,Mpro-x0447,Z19750454,OK: No comment:No comment,success,1.76,7 - Analysed & Rejected,None,-7.745981,x0831,,active-covalent
CN(C)C(=O)C1(CC1)C(=O)[O-],x0269,x0269,Mpro-x0269,Z1874937335,OK: No comment:No comment,success,2.12,7 - Analysed & Rejected,None,-7.745976,x0397,,active-noncovalent
Cc1c(cccc1Cl)NC(=O)[C@@H]2CCCO2,x1290,x1290,Mpro-x1290,Z1545312521,OK: No comment:No comment,success,2.07,7 - Analysed & Rejected,None,-7.738071,x0749,,active-covalent
Cc1c(cccc1Cl)NC(=O)[C@@H]2CCCO2,x1202,x1202,Mpro-x1202,Z1545312521,OK: No comment:No comment,success,2.14,7 - Analysed & Rejected,None,-7.738071,x0749,,active-covalent
Cc1c(cccc1Cl)NC(=O)[C@@H]2CCCO2,x0422,x0422,Mpro-x0422,Z1545312521,OK: No comment:No comment,success,2.8,7 - Analysed & Rejected,None,-7.738071,x0749,,active-covalent
c1cc(cc(c1)NC(=O)CCC2CCCC2)C#N,x0564,x0564,Mpro-x0564,Z26548228,OK: Precipitated:No comment,None,None,,None,-7.734970,x0749,,active-covalent
Cc1ccc(cc1NC(=O)C2CCN(CC2)C(=O)CCl)c3nc([nH]n3)C,x2041,x2041,Mpro-x2041,PG-COV-26,OK: No comment:No comment,success,1.29,7 - Analysed & Rejected,None,-7.730350,x0749,,active-covalent
Cc1ccc(cc1NC(=O)C2CCN(CC2)C(=O)CCl)c3nc([nH]n3)C,x2721,x2721,Mpro-x2721,PG-COV-26,OK: Clear:No comment,success,1.81,7 - Analysed & Rejected,None,-7.730350,x0749,,active-covalent
c1ccc(cc1)COCC(=O)[O-],x0134,x0134,Mpro-x0134,Z2856434906,OK: Clear:Normal,success,2.09,7 - Analysed & Rejected,None,-7.729171,x0195,,active-noncovalent
C[C@@H](c1cccc2c1cccc2)NC(=O)CCl,x1482,x1482,Mpro-x1482,PCM-0102275,OK: No comment:No comment,success,2.26,7 - Analysed & Rejected,None,-7.728835,x1382,,active-covalent
C[C@@H](c1cccc2c1cccc2)NC(=O)CCl,x1363,x1363,Mpro-x1363,PCM-0102275,OK: No comment:No comment,success,1.89,7 - Analysed & Rejected,None,-7.728835,x1382,,active-covalent
C[C@@H](c1cccc2c1cccc2)NC(=O)CCl,x0746,x0746,Mpro-x0746,PCM-0102275,OK: Clear:Normal,success,1.83,7 - Analysed & Rejected,None,-7.728835,x1382,,active-covalent
