compound_name,compound_structure,measurement,qualifier,reassigned_structure 
LON-WEI-b2874fec-13,CCc1ccc(cc1C(=O)N2CCC(CC2)C3CCNC3)S(=O)(=O)C,4,<,
LON-WEI-b2874fec-12,CS(=O)(=O)c1ccccc1C(=O)N2CCC(CC2)C3CCNC3,4,<,
LON-WEI-b2874fec-11,Cc1cc(cc(c1OC(F)F)C)C(=O)N2CCC(CC2)C3CCNC3,4,<,
LON-WEI-b2874fec-10,CN1CCN(CC1)c2ccc(cc2C(=O)N3CCC(CC3)C4CCNC4)F,4,<,
LON-WEI-b2874fec-9,c1cc(cc(c1)N2CCCNC2=O)C(=O)N3CCC(CC3)C4CCNC4,4,<,
LON-WEI-b2874fec-8,CC(C)OCc1cc(ccc1F)C(=O)N2CCC(CC2)C3CCNC3,4,<,
LON-WEI-b2874fec-7,CCCOc1c(cc(cc1Cl)C(=O)N2CCC(CC2)C3CCNC3)OCC,4,<,
LON-WEI-b2874fec-6,Cc1c(cccc1C(=O)N2CCC(CC2)C3CCNC3)c4ccccn4,4,<,
LON-WEI-b2874fec-5,Cc1cc(cc(c1C)S(=O)(=O)N(C)C)C(=O)N2CCC(CC2)C3CCNC3,4,<,
LON-WEI-b2874fec-4,c1cc2c(cc1C(=O)N3CCC(CC3)C4CCNC4)CCC(=O)N2,4,<,
LON-WEI-b2874fec-3,CS(=O)(=O)Nc1ccc(cc1C(=O)N2CCC(CC2)C3CCNC3)Cl,4,<,
LON-WEI-b2874fec-2,Cc1ccc(cc1)Nc2ccccc2C(=O)N3CCC(CC3)C4CCNC4,4,<,
LON-WEI-b2874fec-1,c1cc(cc(c1)C(=O)N2CCC(CC2)C3CCNC3)CN4CCCC4=O,4,<,
JOH-UNI-61f30276-3,c1cc(cc(c1)S(F)(F)(F)(F)F)Cc2[nH]c(=O)c3ccncc3n2,4,<,
JOH-UNI-61f30276-2,c1cc(cc(c1)C(F)(F)F)Cc2[nH]c(=O)c3ccncc3n2,4,<,
MAT-POS-281d2ee9-3,c1ccc2c(c1)cncc2NC(=O)Cc3cc(cc(c3)Cl)c4[nH]nnn4,4.7,=,
MAT-POS-281d2ee9-1,CC(c1cc(cc(c1)Cl)CC(=O)Nc2cncc3c2cccc3)C(=O)N,5.6,=,
EDJ-MED-92e193ae-2,c1ccc2c(c1)cncc2NC(=O)[C@H]3CCNc4c3cc(cc4)Cl,4,<,
EDJ-MED-92e193ae-1,c1ccc2c(c1)cncc2NC(=O)[C@@H]3CCNc4c3cc(cc4)Cl,6.6,=,
ALP-POS-e980f4ea-61,c1cc(cc(c1)F)CCNC(=O)C(c2cccnc2)N(C3CCCC4(C3)CCC4)C(=O)c5cnc[nH]5,4,<,
ALP-POS-e980f4ea-58,Cc1ccccc1C(C)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4cnc[nH]4,4,<,
ALP-POS-e980f4ea-54,CC(c1ccccc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4cnc[nH]4,4,<,
ALP-POS-e980f4ea-32,c1cc(cc(c1)F)CCNC(=O)C(c2cccnc2)N(c3ccc(cc3)OC4CCOC4)C(=O)c5cnc[nH]5,4.6,=,
ALP-POS-e980f4ea-31,c1ccc(cc1)N2CCC(C2)N(C(c3cccnc3)C(=O)NCCc4cccc(c4)F)C(=O)c5cnc[nH]5,4,<,
ALP-POS-e980f4ea-26,c1ccc(c(c1)N2CCC(C2)N(C(c3cccnc3)C(=O)NCCc4cccc(c4)F)C(=O)c5cnc[nH]5)F,4,<,
EDG-MED-971238d3-5,c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CN,5.3,=,
EDG-MED-971238d3-4,c1ccc2c(c1)cncc2NC(=O)[C@]3(CCOc4c3cc(cc4)Cl)N,4.3,=,YES
EDG-MED-971238d3-1,c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)O,6,=,
ALP-POS-ce760d3f-8,c1ccc2c(c1)cncc2N3CCCC(C3=O)c4ccc(cc4)Cl,4.1,=,
ALP-POS-ce760d3f-4,c1ccc2c(c1)c[n+](cc2NC(=O)[C@@H]3CCOc4c3cc(cc4)Cl)[O-],4.6,=,YES
ALP-POS-ce760d3f-3,c1cc2c(cc1Cl)[C@@H](CCO2)C(=O)Nc3cncc4c3cncc4,6,=,YES
BEN-DND-4f474d93-1,c1cc2c(cc1Cl)[C@@H](CCO2)C(=O)Nc3cncc4c3ccnc4,5.5,=,
ALP-POS-ce760d3f-1,c1ccc2c(c1)cncc2NC(=O)C3CCOc4c3cc(cc4O)Cl,6.2,=,
VLA-UCB-29506327-1,c1ccc2c(c1)cncc2N3C(=O)C4(CCOc5c4cc(cc5)Cl)NC3=O,5.9,=,
MAT-POS-8fd29122-2,c1cc(cc(c1)Cl)N2CCN(CC2)C(=O)c3cc(=O)cc[nH]3,4,<,
MAT-POS-8fd29122-1,COc1ccccc1OCCNC(=O)c2cc(=O)cc[nH]2,4,<,
MAT-POS-23a8a11a-1,c1ccc2c(c1)cncc2NC(=O)Cc3ccc(c(c3)Cl)Cl,6.6,=,
MAT-POS-450cb4f9-1,c1ccc2c(c1)C(CC(=O)N2)C(=O)N3CCN(CC3)c4cccc(c4)Cl,4.7,=,
PET-UNK-752bebd6-1,Cn1ccc(=O)cc1C(=O)NCCOc2ccccc2OC,4,<,
DAR-DIA-5ff57136-9,COC(=O)/C=C/C(=O)N(c1cncc2c1cccc2)C(=O)[C@@H]3CCOc4c3cc(cc4)Cl,6.3,=,
ALP-POS-696356e4-1,c1cc2cncc(c2cc1F)NC(=O)C3CCOc4c3cc(cc4)Cl,6.1,=,
KHR-WEI-75c61062-2,CN(C(c1cccnc1)C(=O)NCCc2cccc(c2)F)C(=O)c3ccco3,4,<,
KHR-WEI-75c61062-1,CCN(C(c1cccnc1)C(=O)NCCc2cccc(c2)F)C(=O)c3ccco3,4,<,
BRU-THA-92256091-92,c1cc(cc(c1)F)CCNC(=O)C(c2cccnc2)N(c3cccc(c3)Oc4cccnn4)C(=O)c5c[nH]cn5,4,<,
BRU-THA-92256091-86,c1cc(cc(c1)F)CCNC(=O)C(c2cccnc2)N(c3ccc(cc3)Cn4cccn4)C(=O)c5c[nH]cn5,4.5,=,
BRU-THA-92256091-80,c1cc(cc(c1)F)CCNC(=O)C(c2cccnc2)N(c3ccc(cc3)C4COC4)C(=O)c5c[nH]cn5,4.6,=,
BRU-THA-92256091-79,c1cc(cc(c1)F)CCNC(=O)C(c2cccnc2)N(c3cccc(c3)C4COC4)C(=O)c5c[nH]cn5,4,<,
BRU-THA-92256091-78,CN1c2ccc(cc2CCC1=O)N(C(c3cccnc3)C(=O)NCCc4cccc(c4)F)C(=O)c5c[nH]cn5,4,<,
BRU-THA-92256091-77,c1cc(cc(c1)F)CCNC(=O)C(c2cccnc2)N(c3ccc4c(c3)CCC(=O)N4CC(F)F)C(=O)c5c[nH]cn5,4.3,=,
BRU-THA-92256091-76,c1cc(cc(c1)F)CCNC(=O)C(c2cccnc2)N(c3ccc4c(c3)CCCS4(=O)=O)C(=O)c5c[nH]cn5,4,<,
BRU-THA-92256091-75,c1cc(cc(c1)F)CCNC(=O)C(c2cccnc2)N(c3cnc(nc3)C4CCC4)C(=O)c5c[nH]cn5,4,<,
BRU-THA-92256091-67,Cc1nc2ccc(cc2o1)N(C(c3cccnc3)C(=O)NCCc4cccc(c4)F)C(=O)c5c[nH]cn5,4,<,
BRU-THA-92256091-65,Cn1ccc2c1ccc(c2)N(C(c3cccnc3)C(=O)NCCc4cccc(c4)F)C(=O)c5c[nH]cn5,4,<,
BRU-THA-92256091-61,Cn1cnc2c1ccc(c2)N(C(c3cccnc3)C(=O)NCCc4cccc(c4)F)C(=O)c5c[nH]cn5,4,<,
BRU-THA-92256091-60,Cn1c2ccc(cc2cn1)N(C(c3cccnc3)C(=O)NCCc4cccc(c4)F)C(=O)c5c[nH]cn5,4,<,
BRU-THA-92256091-54,c1cc(cc(c1)F)CCNC(=O)C(c2cccnc2)N(c3ccc4c(c3)COCC4)C(=O)c5c[nH]cn5,4,<,
BRU-THA-92256091-51,c1cc(cc(c1)F)CCNC(=O)C(c2cccnc2)N(c3ccc4c(c3)scn4)C(=O)c5c[nH]cn5,4,<,
BRU-THA-92256091-49,c1cc(cc(c1)F)CCNC(=O)C(c2cccnc2)N(C3CCC4(CC3)CCO4)C(=O)c5c[nH]cn5,4,<,
BRU-THA-92256091-47,c1cc(cc(c1)F)CCNC(=O)C(c2cccnc2)N(C3CCC4C(C3)CCO4)C(=O)c5c[nH]cn5,4,<,
BRU-THA-92256091-44,CN(C)S(=O)(=O)c1ccc(cc1OC)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4c[nH]cn4,4,<,
BRU-THA-92256091-31,CCOc1ccc(cn1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4c[nH]cn4,4,<,
BRU-THA-92256091-28,COc1ccccc1CN(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4c[nH]cn4,4,<,
BRU-THA-92256091-23,COCc1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4c[nH]cn4,4.2,=,
BRU-THA-92256091-20,CS(=O)(=O)Cc1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4c[nH]cn4,4.4,=,
BRU-THA-92256091-19,COc1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4c[nH]cn4,4,=,
BRU-THA-92256091-17,CC(C)Oc1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4c[nH]cn4,6.1,=,
BRU-THA-92256091-16,c1cc(cc(c1)F)CCNC(=O)C(c2cccnc2)N(c3ccc(cc3)OC(F)F)C(=O)c4c[nH]cn4,4.7,=,
BRU-THA-92256091-14,CC(C)S(=O)(=O)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4c[nH]cn4,4,<,
BRU-THA-92256091-13,c1cc(cc(c1)F)CCNC(=O)C(c2cccnc2)N(C3CCCCCC3)C(=O)c4c[nH]cn4,4,<,
BRU-THA-92256091-11,c1cc(cc(c1)F)CCNC(=O)C(c2cccnc2)N(Cc3cccnc3)C(=O)c4c[nH]cn4,4,<,
BRU-THA-92256091-7,c1ccc(cc1)CN(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4c[nH]cn4,4,<,
MIC-UNK-45817b9b-1,c1ccc2c(c1)cncc2NC(=O)C3CC(=O)Nc4c3cc(cc4)Cl,6.4,=,
RAL-THA-8416115c-13,c1ccc2c(c1)cncc2NC(=O)C3CCN(c4c3cc(cc4)Cl)Cc5[nH]ncn5,5.9,=,
RAL-THA-8416115c-9,CN(C)C(=O)CN1CCC(c2c1ccc(c2)Cl)C(=O)Nc3cncc4c3cccc4,5.6,=,
RAL-THA-8416115c-6,c1ccc2c(c1)cncc2NC(=O)C3CCN(c4c3cc(cc4)Cl)Cc5ccn[nH]5,6.1,=,
RAL-THA-8416115c-5,c1ccc2c(c1)cncc2NC(=O)C3CCN(c4c3cc(cc4)Cl)Cc5[nH]ccn5,6.1,=,
RAL-THA-8416115c-1,c1ccc(cc1)CN2CCC(c3c2ccc(c3)Cl)C(=O)Nc4cncc5c4cccc5,6,=,
RAL-THA-4aa06b95-7,COCCN1CCC(c2c1ccc(c2)Cl)C(=O)Nc3cncc4c3cccc4,6.2,=,
RAL-THA-4aa06b95-1,c1ccc2c(c1)cncc2NC(=O)C3CCN(c4c3cc(cc4)Cl)C(=O)N,6,=,
MAT-POS-35d3f55a-1,COc1ccccc1OCCNC(=O)C2CC(=O)Nc3c2cccc3,4,<,
MAT-POS-54c4bf04-4,CC1CN(CCN1c2cccc(c2)Cl)C(=O)c3cc(=O)[nH]c4c3cccc4,4.8,=,
MAT-POS-54c4bf04-3,c1ccc2c(c1)cncc2C(=O)N3CCN(CC3)c4cccc(c4)Cl,5.8,=,
MAT-POS-3b536971-2,COc1cccc2c1c(cc(=O)[nH]2)C(=O)N3CCN(CC3)c4cccc(c4)Cl,5.3,=,
MAT-POS-3b536971-1,COc1cccc2c1c(cc(=O)[nH]2)C(=O)NCCOc3cc(ccc3OC)Cl,6.1,=,
ALP-POS-966f8da6-2,CC(=O)N1CCC(c2c1ccc(c2)Cl)C(=O)Nc3cncc4c3cccc4,6,=,
JOH-UNI-ea1df7a8-1,c1ccc2c(c1)cncc2CC(=O)N3CCOc4c3cc(cc4)Cl,5.2,=,
EDJ-MED-eff36d94-1,c1ccc2c(c1)c[n+](cc2NC(=O)[C@H]3CCOc4c3cc(cc4)Cl)[O-],4,<,YES
BEN-DND-c852c98b-10,c1cc2c(cc1Cl)C(CCO2)C(=O)Nc3cncc4c3CNCC4,5.2,=,
BEN-DND-c852c98b-5,CS(=O)(=O)c1ccc2cncc(c2c1)NC(=O)C3CCOc4c3cc(cc4)Cl,6,=,
BEN-DND-c852c98b-4,c1cc2cncc(c2cc1O)NC(=O)C3CCOc4c3cc(cc4)Cl,6.8,=,
BEN-DND-c852c98b-1,c1cc2cncc(c2cc1C#N)NC(=O)C3CCOc4c3cc(cc4)Cl,5.6,=,
BEN-DND-f2e727cd-6,CN1Cc2ccc(cc2C(C1)C(=O)Nc3cncc4c3cccc4)Cl,5.7,=,
BEN-DND-f2e727cd-5,c1ccc2c(c1)cncc2NC(=O)C3CNCc4c3cc(cc4)Cl,5.7,=,
BEN-DND-f2e727cd-4,c1ccc2c(c1)cncc2NC(=O)C3COCc4c3cc(cc4)Cl,5.1,=,
BEN-DND-f2e727cd-1,c1ccc2c(c1)cncc2NC(=O)N3CCOc4c3cc(cc4)Cl,4.9,=,
BEN-DND-4f474d93-2,c1cc2c(cc1Cl)[C@H](CCO2)C(=O)Nc3cncc4c3cncc4,5.1,<,YES
EDJ-MED-bbe8e3da-2,COc1cccc2c1c(cc(=O)[nH]2)C(=O)NCCOc3ccccc3OCC4CC4,5.7,=,
ALP-POS-c3a96089-4,CC(=O)Nc1ccc(cn1)N(Cc2cccc(c2)Cl)C(=O)Cc3cncc4c3cccc4,6.2,=,
ALP-POS-c3a96089-2,Cc1ccc(nc1)N(Cc2cscn2)C(=O)Cc3cncc4c3cccc4,4,<,
ALP-POS-c3a96089-1,Cc1ccc(cc1)N(Cc2cscn2)C(=O)Cc3cncc4c3cccc4,5.1,=,
ALP-POS-a1bdc92a-1,CCC(=O)Nc1ccc(cc1)N(Cc2ccccc2)C(=O)n3c4ccccc4nn3,4,<,
PET-UNK-8922bd3c-1,c1ccc2c(c1)cncc2CC(=O)Nc3cccc(c3)Cl,5.2,=,
ALP-UNI-4b8a177c-1,c1ccc2c(c1)cncc2NC(=O)C3CCOc4c3c(ccc4O)Cl,4,<,
JOH-UNI-f51e3bbc-1,c1ccc2c(c1)c(c[nH]c2=O)NC(=O)C3CCOc4c3cc(cc4)Cl,4,<,
BEN-BAS-c2bc0d80-7,CN1C(=O)N(C(=O)C12CCOc3c2cc(cc3)Cl)c4cncc5c4cccc5,6.2,=,
BEN-BAS-c2bc0d80-6,c1ccc2c(c1)cncc2N3C(=O)CC4(C3=O)CCOc5c4cc(cc5)Cl,6.3,=,
MAT-POS-8d5af1ef-1,c1ccc2c(c1)cncc2NC(=O)C3CC(=O)Nc4c3cc(cc4)Br,5.9,=,
ERI-UCB-d6de1f3c-2,c1ccc2c(c1)cncc2C(=O)N3CCN(C(=O)C3)c4cccc(c4)Cl,5,=,
ERI-UCB-d6de1f3c-1,c1ccc2c(c1)c(cc(=O)[nH]2)C(=O)N3CCN(C(=O)C3)c4cccc(c4)Cl,4.8,=,
MIC-UNK-50cce87d-3,Cc1cccc2c1c(cnc2)NC(=O)Cc3cccc(c3)Cl,6.5,=,
EDJ-MED-6ab52e52-1,c1cc(cc(c1)Cl)CC(=O)Nc2cncc3c2c(ccc3)Cl,6.2,=,
RUB-POS-1325a9ea-2,c1cc(cc(c1)Cl)CC(=O)Nc2cncc3c2c(ccc3)F,5.9,=,
PET-UNK-29afea89-2,CO[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4,7.1,=,
ALP-POS-6495d03e-7,c1cc(cc(c1)Cl)CC(=O)n2c3cccnc3c(n2)N,4,<,
ALP-POS-6495d03e-6,Cc1cc(nc2c1c(nn2C(=O)C3CCOc4c3cc(cc4)Cl)N)C(F)(F)F,4,<,
ALP-POS-79636100-3,Cc1cc(nc2c1c(nn2C(=O)Cc3cccc(c3)Cl)N)C(F)(F)F,4,<,
ALP-POS-568d9d36-1,C=CC(=O)N(c1ccc(cc1)I)C(c2cncnc2)C(=O)Nc3ccc(cc3)Cl,4.6,=,
ALP-POS-902f21bb-2,c1cc2c(cc1Cl)C(CCO2)C(=O)n3c4ccncc4c(n3)N,4.1,=,
ALP-POS-902f21bb-1,c1cc(cc(c1)Cl)CC(=O)n2c3cc(ccc3c(n2)N)F,4,<,
ALP-POS-02c6a514-57,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCc3ccccc3)C(=O)c4ccco4,5.4,=,
ALP-POS-02c6a514-56,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)Nc3ccccc3)C(=O)c4ccco4,5,=,
ALP-POS-02c6a514-55,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCN3CCOCC3)C(=O)c4ccco4,5.7,=,
ALP-POS-02c6a514-53,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCC(=O)N(C)C)C(=O)c3ccco3,5,=,
ALP-POS-02c6a514-52,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4ccn[nH]4,5.7,=,
ALP-POS-02c6a514-51,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)C4CCCN4,4,<,
ALP-POS-02c6a514-50,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4cocn4,6.3,=,
ALP-POS-02c6a514-49,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4nccs4,6.1,=,
ALP-POS-02c6a514-48,CC(C)(C)c1ccc(cc1)N(C(c2c3ccccc3[nH]n2)C(=O)NCCc4cccc(c4)F)C(=O)c5ccco5,4,<,
ALP-POS-02c6a514-46,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4[nH]ccn4,5.3,=,
ALP-POS-02c6a514-45,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4cn5ccccc5n4,4.7,=,
ALP-POS-02c6a514-44,Cc1ccncc1C(C(=O)NCCc2cccc(c2)F)N(c3ccc(cc3)C(C)(C)C)C(=O)c4ccco4,7,=,
ALP-POS-02c6a514-40,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4ccccc4OC,4,<,
ALP-POS-02c6a514-34,CC(C)(C)c1ccc(cc1)N(C(c2cnc3n2cccc3)C(=O)NCCc4cccc(c4)F)C(=O)c5ccco5,4.4,=,
ALP-POS-02c6a514-33,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4cccc(c4)C#N,4,<,
ALP-POS-02c6a514-32,CC(C)(C)c1ccc(cc1)N(C(c2cncc3c2cccc3)C(=O)NCCc4cccc(c4)F)C(=O)c5ccco5,6.4,=,
ALP-POS-02c6a514-31,CC(C)(C)c1ccc(cc1)N(C(c2c3ccccc3n(n2)C)C(=O)NCCc4cccc(c4)F)C(=O)c5ccco5,4,<,
ALP-POS-02c6a514-26,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4ccncc4,4,<,
ALP-POS-02c6a514-22,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4cncn4C,4,<,
ALP-POS-02c6a514-19,CC(C)(C)c1ccc(cc1)N(C(c2coc3c2cccc3)C(=O)NCCc4cccc(c4)F)C(=O)c5ccco5,4,<,
ALP-POS-02c6a514-17,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)C4CCCO4,5.3,=,
ALP-POS-02c6a514-13,Cc1c(cncc1OC)C(C(=O)NCCc2cccc(c2)F)N(c3ccc(cc3)C(C)(C)C)C(=O)c4ccco4,4,<,
ALP-POS-02c6a514-11,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4ccccc4,4,<,
ALP-POS-02c6a514-10,c1cc(cc(c1)F)CCNC(=O)C(c2cccnc2)N(C(=O)c3ccco3)C(=O)c4cc5cc(ccc5[nH]4)N,4,<,
ALP-POS-02c6a514-9,CC(C)(C)c1ccc(cc1)N(C(c2c3ccccc3ns2)C(=O)NCCc4cccc(c4)F)C(=O)c5ccco5,5.3,=,
ALP-POS-02c6a514-6,CC(=O)c1ccccc1C(=O)N(c2ccc(cc2)C(C)(C)C)C(c3cccnc3)C(=O)NCCc4cccc(c4)F,4,<,
ALP-POS-b0bc6a46-29,CC(CN(C(c1cccnc1)C(=O)NCCc2cccc(c2)F)C(=O)c3ccco3)(c4ccccc4F)C(=O)OC,4,<,
ALP-POS-b0bc6a46-28,c1ccc(cc1)N2CCC(CC2)N(C(c3cccnc3)C(=O)NCCc4cccc(c4)F)C(=O)c5ccco5,4.1,=,
ALP-POS-b0bc6a46-27,c1cc(cc(c1)F)CCNC(=O)C(c2cccnc2)N(c3ccc(c(c3)C#N)Oc4ccc(cc4)C(F)(F)F)C(=O)c5ccco5,4,<,
ALP-POS-b0bc6a46-26,c1cc(cc(c1)F)CCNC(=O)C(c2cccnc2)N(C3CCCC(C3)c4ccc(c(c4)F)F)C(=O)c5ccco5,4,<,
ALP-POS-b0bc6a46-25,Cc1ccc(c(c1)OC)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4ccco4,4,<,
ALP-POS-b0bc6a46-24,c1cc(cc(c1)F)CCNC(=O)C(c2cccnc2)N(c3ccc(cc3)C#N)C(=O)c4ccco4,5,=,
ALP-POS-b0bc6a46-23,CC(=O)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4ccco4,4.2,=,
ALP-POS-b0bc6a46-22,COc1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4ccco4,4.5,=,
ALP-POS-b0bc6a46-21,c1cc(cc(c1)CCNC(=O)C(N(C(=O)c2occc2)[C@H]3C[C@@H](C3)c4cc(cc(c4)F)F)c5cnccc5)F,4,<,
ALP-POS-b0bc6a46-20,CSc1ccc(cc1C#N)CN(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4ccco4,4.3,=,
ALP-POS-b0bc6a46-19,c1cc(cc(c1)F)CCNC(=O)C(c2cccnc2)N(Cc3c(ccc4c3CCCC4)O)C(=O)c5ccco5,4.9,=,
ALP-POS-b0bc6a46-18,COc1ccc(cc1OCCO)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4ccco4,4,<,
ALP-POS-b0bc6a46-17,COC(=O)CCSc1cc(ccc1N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4ccco4)Cl,4.8,=,
ALP-POS-b0bc6a46-16,c1cc(cc(c1)F)CCNC(=O)C(c2cccnc2)N(c3ccc(cc3)c4c5c([nH]n4)CCOC5)C(=O)c6ccco6,4.4,=,
ALP-POS-b0bc6a46-14,COc1ccc(cc1NC(=O)C2CCCCC2)N(C(c3cccnc3)C(=O)NCCc4cccc(c4)F)C(=O)c5ccco5,4.2,=,
ALP-POS-b0bc6a46-13,c1cc(cc(c1)F)CCNC(=O)C(c2cccnc2)N(c3cccc(c3)CSC4CCOCC4)C(=O)c5ccco5,4,<,
ALP-POS-b0bc6a46-12,CC(C)(C)c1cnc(s1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4ccco4,5.4,=,
ALP-POS-b0bc6a46-11,CC(C)c1cc(ccc1C(F)(F)F)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4ccco4,4,<,
ALP-POS-b0bc6a46-10,c1ccc(c(c1)CN(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4ccco4)C5CCC5,5.7,=,
ALP-POS-b0bc6a46-8,COc1ccccc1N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4ccco4,4,<,
ALP-POS-b0bc6a46-7,c1cc(cc(c1)F)CCNC(=O)C(c2cccnc2)N(Cc3cc(cs3)C(F)(F)F)C(=O)c4ccco4,4,<,
ALP-POS-b0bc6a46-5,c1cc(cc(c1)F)CCNC(=O)C(c2cccnc2)N(c3ccc(cc3)C4CCCC4)C(=O)c5ccco5,6.6,=,
ALP-POS-b0bc6a46-4,CCOC1CC2(C1)CC2N(C(c3cccnc3)C(=O)NCCc4cccc(c4)F)C(=O)c5ccco5,4,<,
ALP-POS-b0bc6a46-2,c1ccc(cc1)CN(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4ccco4,4,<,
ALP-POS-b0bc6a46-1,CC1CC(CC(C1)(C)C)CCN(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4ccco4,4,<,
ALP-POS-e2fddb0f-2,c1cc2c(cc1F)n(nc2N)C(=O)C3CCOc4c3cc(cc4)Cl,4,<,
ALP-POS-cd485364-2,c1cc(cc(c1)Cl)CC(=O)N2CCCc3c2cncc3N,4.5,=,
ALP-POS-cd485364-1,c1cc(cc(c1)Cl)CC(=O)n2c3ccc(cc3c(n2)N)F,4,<,
VLA-UCB-34f3ed0c-11,c1ccc2c(c1)cncc2N3C(=O)[C@]4(CCOc5c4cc(cc5)Cl)NC3=O,4.7,=,YES
PAU-WEI-5b8d5051-1,CC(C)(C)c1ccc(cc1)N([C@@H](c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)C=C,5.5,=,
MAT-POS-0c8fa4a7-4,c1cc(cc(c1)Cl)CC(=O)n2c3cccc(c3c(n2)N)F,4,<,
MAT-POS-0c8fa4a7-3,c1ccc2c(c1)c(nn2C(=O)Cc3cccc(c3)Cl)N,4,<,
MAT-POS-0c8fa4a7-2,COc1ccc2c(c1)c(nn2C(=O)Cc3cccc(c3)Cl)N,4,<,
MAT-POS-0c8fa4a7-1,c1ccc2c(c1)cncc2NC(=O)C3=CCCc4c3cc(cc4)Cl,6.6,=,
MAT-POS-53907a1c-3,c1ccc2c(c1)cncc2NC(=O)N(CCC3CCCCC3)c4cc(cc(c4)Cl)OC5CC(=O)N5,6.7,=,
MAT-POS-53907a1c-2,Cc1ccncc1NC(=O)N(CCC2CCCCC2)c3cc(cc(c3)Cl)OC(C)C,4.6,=,
MAT-POS-53907a1c-1,COc1ccc2c(c1)n(nc2N)C(=O)Cc3cccc(c3)Cl,4,<,
MAK-UNK-8be7dca9-1,c1cc2c(cc1CN3CCNCC3)cncc2NC(=O)C4CCOc5c4cc(cc5)Cl,5.7,=,
LOR-NOR-c954e7ad-6,c1ccc(cc1)CN2c3ccc(cc3C(=O)C2=O)[N+](=O)[O-],4,<,
LOR-NOR-c954e7ad-5,c1cc2c(cc1[N+](=O)[O-])C(=O)C(=O)N2CC(=O)O,4,<,
