smiles,broad_id,pert_iname,vendor,catalog_no,vendor_name
CCCCc1nc(Cl)c(CO)n1Cc1ccc(cc1)-c1ccccc1-c1nnn[nH]1,BRD-K76205745-001-06-6,losartan,MicroSource,1504268,LOSARTAN
CCCCc1nc(Cl)c(CO)n1Cc1ccc(cc1)-c1ccccc1-c1nnn[nH]1,BRD-K76205745-237-19-9,losartan,Tocris,3798,Losartan potassium
CCCCc1nc(Cl)c(CO)n1Cc1ccc(cc1)-c1ccccc1-c1nnn[nH]1,BRD-K76205745-237-16-5,losartan,Selleck,S1359,Losartan Potassium (DuP 753)
CCCCc1nc(Cl)c(CO)n1Cc1ccc(cc1)-c1ccccc1-c1nnn[nH]1,BRD-K76205745-237-18-1,losartan,Pharmeks,PHBB_SC-09765.obs1160624,potassium 5-(4'-((2-butyl-4-chloro-5-(hydroxymethyl)-1H-imidazol-1-yl)methyl)biphenyl-2-yl)tetrazol-1-ide
Cc1c(F)cc(cc1-c1ccc(cn1)C(=O)NCC(C)(C)C)C(=O)NC1CC1,BRD-K56195681-001-01-0,losmapimod,MedChemEx,HY-10402,Losmapimod
CCOC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C)C(=O)OCCl,BRD-K39983086-001-06-1,loteprednol,Selleck,S1669,Loteprednol etabonate
CCOC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C)C(=O)OCCl,BRD-K39983086-001-07-9,loteprednol,Selleck,S1669,Loteprednol etabonate
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,BRD-K09416995-001-43-1,lovastatin,Tocris,1530,Lovastatin
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,BRD-K09416995-001-39-9,lovastatin,MicroSource,1503977,LOVASTATIN
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,BRD-K09416995-001-44-9,lovastatin,Selleck,S2061,Lovastatin
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,BRD-K09416995-001-40-7,lovastatin,Selleck,S2061,Lovastatin (Mevacor)
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,BRD-K09416995-001-38-1,lovastatin,Tocris,1530,Lovastatin
CN1CCN(CC1)C1=Nc2ccccc2Oc2ccc(Cl)cc12,BRD-K39915878-036-25-1,loxapine,MicroSource,2300242,LOXAPINE SUCCINATE
CN1CCN(CC1)C1=Nc2ccccc2Oc2ccc(Cl)cc12,BRD-K39915878-036-24-4,loxapine,Selleck,S4086,Loxapine Succinate
CC(C)CCNC(=O)[C@H](CC(C)C)NC(=O)[C@H]1O[C@@H]1C(O)=O,BRD-K21937671-001-10-0,loxistatin-acid,Selleck,S7392,Loxistatin Acid (E-64C)
CC(C)CCNC(=O)[C@H](CC(C)C)NC(=O)[C@H]1O[C@@H]1C(O)=O,BRD-K21937671-001-09-2,loxistatin-acid,Selleck,S7392,Loxistatin Acid (E-64C)
O[C@H]1CCN(C1)C(=O)Nc1cnn2ccc(nc12)N1CCC[C@@H]1c1cc(F)ccc1F,BRD-K36574127-001-01-3,LOXO-101,MedChemEx,HY-12866,LOXO-101
CC(C(O)=O)c1ccc(CC2CCCC2=O)cc1,BRD-A43082555-001-02-9,loxoprofen,MicroSource,1502386,LOXOPROFEN
CC(C(O)=O)c1ccc(CC2CCCC2=O)cc1,BRD-A43082555-001-01-1,loxoprofen,MedChemEx,HY-B0578,Loxoprofen
C[C@@H](CN1CCN(CC1)S(=O)(=O)c1ccc(Cl)c(Cl)c1)Nc1ncnc2c(C)csc12,BRD-K32322923-001-01-7,LPA2-antagonist-1,MedChemEx,HY-18075,LPA2 antagonist 1
COc1cc(ccc1Nc1ncc2N(C)C(=O)c3ccccc3N(C)c2n1)C(=O)N1CCC(CC1)N1CCN(C)CC1,BRD-K01436366-001-22-2,LRRK2-IN-1,Tocris,4273,LRRK2-IN-1
COc1cc(ccc1Nc1ncc2N(C)C(=O)c3ccccc3N(C)c2n1)C(=O)N1CCC(CC1)N1CCN(C)CC1,BRD-K01436366-001-20-6,LRRK2-IN-1,MedChemEx,HY-10875,LRRK2-IN-1
CC(C)NC(=O)c1ccc(cn1)C#Cc1ccncc1,BRD-K79337272-001-01-6,LSN-2463359,Tocris,5275,LSN 2463359
N=C(Nc1ccccc1)c1cccs1,BRD-K52914072-001-01-5,LTA,Enamine,Z2372279192,N-phenyl-2-thiophenecarboximidamide
CCCCC\C=C/C[C@@H](O)\C=C\C=C\C=C/[C@@H](O)CCCC(O)=O,BRD-K53124401-001-03-8,LTB4,Enzo,LB004,Leukotriene B4
CC(C)(C)CC(=O)Nc1c(F)cc(cc1F)C(=O)\N=c1/sccn1COP(O)(O)=O,BRD-K83970940-001-01-0,Lu-AA-47070,Tocris,4783,Lu AA 47070
CCCCC(F)(F)C(=O)CC[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O,BRD-K33814251-001-01-4,lubiprostone,Selleck,S1675,Lubiprostone
CCCCC(F)(F)C(=O)CC[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O,BRD-K33814251-001-02-2,lubiprostone,Selleck,S1675,Lubiprostone
CNC(=O)c1cccc2cc(ccc12)Oc1ccnc2cc(OCC3(N)CC3)c(OC)cc12,BRD-K31309378-001-01-5,lucitanib,MedChemEx,HY-15391,E-3810
Nc1nc(SCc2ncc[nH]2)c(C#N)c(-c2ccc(O)cc2)c1C#N,BRD-K67079690-001-01-2,LUF-5834,Tocris,4603,LUF 5834
FC(C(F)(F)F)C(F)(F)Oc1cc(Cl)c(NC(=O)NC(=O)c2c(F)cccc2F)cc1Cl,BRD-A71774530-001-05-9,lufenuron,MicroSource,1505355,LUFENURON
Clc1ccc([C@@H]2CS\C(S2)=C(\C#N)n2ccnc2)c(Cl)c1,BRD-K71058253-001-01-9,luliconazole,Selleck,S4258,Luliconazole
Cc1ccc(NC(=O)C2(CC2)c2ccc3OC(F)(F)Oc3c2)nc1-c1cccc(c1)C(O)=O,BRD-K69236721-001-02-7,lumacaftor,Selleck,S1565,VX-809 (Lumacaftor)
CN1CCN2[C@H]3CCN(CCCC(=O)c4ccc(F)cc4)C[C@H]3c3cccc1c23,BRD-K10031916-075-02-1,lumateperone,MedChemEx,HY-19733,lumateperone (Tosylate)
CN1CCN2[C@H]3CCN(CCCC(=O)c4ccc(F)cc4)C[C@H]3c3cccc1c23,BRD-K10031916-075-01-3,lumateperone,MedChemEx,HY-19733,lumateperone (Tosylate)
CCCCN(CCCC)CC(O)c1cc(Cl)cc2\C(=C/c3ccc(Cl)cc3)c3cc(Cl)ccc3-c12,BRD-A05926236-001-04-6,lumefantrine,MedChemEx,HY-B0803,Lumefantrine
CCCCN(CCCC)CC(O)c1cc(Cl)cc2\C(=C/c3ccc(Cl)cc3)c3cc(Cl)ccc3-c12,BRD-A05926236-001-05-3,lumefantrine,Enamine,Z1541758602,
CCCCN(CCCC)CC(O)c1cc(Cl)cc2\C(=C/c3ccc(Cl)cc3)c3cc(Cl)ccc3-c12,BRD-A05926236-001-03-8,lumefantrine,MedChemEx,HY-B0803,Lumefantrine
Cc1ccc(Nc2c(F)cccc2Cl)c(CC(O)=O)c1,BRD-K26901728-001-05-4,lumiracoxib,Selleck,S2903,Lumiracoxib
Cc1ccc(Nc2c(F)cccc2Cl)c(CC(O)=O)c1,BRD-K26901728-001-06-2,lumiracoxib,MicroSource,1502387,LUMIRACOXIB
O=C1CCCC2C3CC(CN12)[C@@H]1CCCCN1C3,BRD-A92826379-001-01-5,lupanine,ChemDiv,N010-0020,
O=C1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(CC1)c1nsc2ccccc12,BRD-K51143828-003-03-1,lurasidone,Selleck,S3044,Lurasidone HCl
CC(\C=C\C=C(C)\C=C\[C@H]1C(C)=C[C@H](O)CC1(C)C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C,BRD-K16742848-001-02-6,lutein,Sigma,X6250,"(3R,3'R,6R)-4,5-didehydro-5,6-dihydro-beta,beta-carotene-3,3'-diol"
CC(\C=C\C=C(C)\C=C\[C@H]1C(C)=C[C@H](O)CC1(C)C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C,BRD-K16742848-001-01-8,lutein,AKSci,N653,
Oc1cc(O)c2c(c1)oc(cc2=O)-c1ccc(O)c(O)c1,BRD-K05236810-001-19-0,luteolin,Selleck,S2320,Luteolin
CC(=O)NCCc1c(Cc2ccccc2)[nH]c2ccccc12,BRD-K67013324-001-04-9,luzindole,Tocris,877,Luzindole
CC(=O)NCCc1c(Cc2ccccc2)[nH]c2ccccc12,BRD-K67013324-001-03-1,luzindole,Tocris,877,Luzindole
COc1cccc(c1)-c1ccc(cc1)[C@@H](Oc1cc(nc(N)n1)-c1ccc(C[C@H](N)C(O)=O)cc1)C(F)(F)F,BRD-K32101625-001-01-6,LX1031,MedChemEx,HY-13041,LX-1031
CN(C)C(=O)Oc1cccc(NC(=O)C2(CN)CCN(CC2)c2ncnc3[nH]cc(C)c23)c1,BRD-K21038058-001-02-7,LX7101,MedChemEx,HY-12659,LX7101
CN(C)C(=O)Oc1cccc(NC(=O)C2(CN)CCN(CC2)c2ncnc3[nH]cc(C)c23)c1,BRD-K21038058-001-01-9,LX7101,MedChemEx,HY-12659,LX7101
Fc1ccc(cc1)-c1n(Cc2ccc(F)cc2Cl)nc2c(cccc12)C(F)(F)F,BRD-K54520417-001-01-2,LXR-623,MedChemEx,HY-10629,LXR-623
CC(CNS(=O)(=O)C(C)C)c1ccc(cc1)-c1ccc(cc1)C#N,BRD-A50062753-001-01-3,LY-404187,Tocris,5297,LY 404187
Fc1cc2CN(CCn3cc(C4=C(C(=O)NC4=O)c4cnc5ccccn45)c(c1)c23)C(=O)N1CCCCC1,BRD-K78055238-001-01-8,LY2090314,MedChemEx,HY-16294,LY2090314
C(CN1CCOCC1)Oc1ccc2c(ccnc2c1)-c1c(nn2CCCc12)-c1ccccn1,BRD-K47557313-001-02-7,LY2109761,Selleck,S2704,LY2109761
N[C@]1(CS(=O)(=O)[C@H]2[C@@H]([C@@H]12)C(O)=O)C(O)=O,BRD-K49519144-001-04-6,LY2140023,Selleck,S6001,LY2140023 (LY404039)
N[C@]1(CS(=O)(=O)[C@H]2[C@@H]([C@@H]12)C(O)=O)C(O)=O,BRD-K49519144-001-03-8,LY2140023,Selleck,S6001,LY404039
OC(=O)[C@@H]1C[C@H]2C[C@@H](CCc3nn[nH]n3)CC[C@H]2CN1,BRD-K34313798-001-01-6,LY215490,MedChemEx,HY-75704,Tezampanel
Cc1cccc(n1)-c1nn2CCCc2c1-c1ccnc2ccc(cc12)C(N)=O,BRD-K78118466-001-03-3,LY2157299,Selleck,S2230,LY2157299
CN(C)C(=O)n1nnnc1Cc1ccc(cc1)-c1ccccc1,BRD-K37865504-001-04-1,LY2183240,Tocris,2452,LY 2183240
CN(C)C(=O)n1nnnc1Cc1ccc(cc1)-c1ccccc1,BRD-K37865504-001-05-8,LY2183240,Tocris,2452,LY 2183240
CC(C)(C)Cn1c(N)nc2ccc(nc12)-c1[nH]c(nc1-c1ccc(F)cc1)C(C)(C)C,BRD-K59227464-334-03-2,LY2228820,Selleck,S1494,LY2228820
CC(C)(C)Cn1c(N)nc2ccc(nc12)-c1[nH]c(nc1-c1ccc(F)cc1)C(C)(C)C,BRD-K59227464-334-02-4,LY2228820,Selleck,S1494,LY2228820
COc1ccc(\C=C\CCCCOc2ccc(cc2CCC(O)=O)C(=O)c2cccc(c2)C(O)=O)cc1,BRD-K35367061-001-01-1,LY223982,Cayman,10010024,3-(3-(2-carboxyethyl)-4-{[(5E)-6-(4-methoxyphenyl)-5-hexenyl]oxy}benzoyl)benzoic acid
CC(C)Oc1cccc(c1)-n1c(CCc2c[nH]c3ccc(Br)cc23)nc2ccccc2c1=O,BRD-K33864865-001-03-3,LY225910,Tocris,1018,LY 225910
CC(C)Oc1cccc(c1)-n1c(CCc2c[nH]c3ccc(Br)cc23)nc2ccccc2c1=O,BRD-K33864865-001-02-5,LY225910,Tocris,1018,LY 225910
CCNCc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,BRD-K85804405-003-01-3,LY231617,Otava,4920201,"2,6-ditert-butyl-4-[(ethylamino)methyl]phenol hydrochloride"
CCCC(CCC)C(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,BRD-K04993719-001-01-7,LY2334737,MedChemEx,HY-13672,LY2334737
CN(CCOc1ccc(cc1C(C)(C)C)-c1ccc2OCOc2c1)CC(O)=O,BRD-K13888115-003-02-2,LY2365109,Tocris,3397,LY 2365109 hydrochloride
CN(CCOc1ccc(cc1C(C)(C)C)-c1ccc2OCOc2c1)CC(O)=O,BRD-K13888115-003-03-0,LY2365109,Tocris,3397,LY 2365109 hydrochloride
CC(C)OC(=O)N[C@@H]1Cc2c(C1)c1cc(ccc1n2Cc1ccccn1)C#N,BRD-K90171280-001-01-4,LY2452473,Sigma,MFCD14666518,"isopropyl (2S)-7-cyano-4-(2-pyridinylmethyl)-1,2,3,4-tetrahydrocyclopenta[b]indol-2-ylcarbamate"
CCc1cc(C(C)=O)c(O)cc1OCCCCCC(C)(C)c1nnn[nH]1,BRD-K92492521-001-02-9,LY255283,Tocris,2208,LY 255283
CCc1cc(C(C)=O)c(O)cc1OCCCCCC(C)(C)c1nnn[nH]1,BRD-K92492521-001-03-7,LY255283,Tocris,2208,LY 255283
Cn1cc(nc1C1CCN(CC1)c1ncnc2[nH]ncc12)-c1ccc(F)c(c1)C(F)(F)F,BRD-K21833260-075-02-9,LY2584702,Adooq,A15527,"4-(4-(4-(4-fluoro-3-(trifluoromethyl)phenyl)-1-methyl-1H-imidazol-2-yl)piperidin-1-yl)-1H-pyrazolo[3,4-d]pyrimidine 4-methylbenzenesulfonate"
Cn1cc(nc1C1CCN(CC1)c1ncnc2[nH]ncc12)-c1ccc(F)c(c1)C(F)(F)F,BRD-K21833260-075-01-1,LY2584702,Selleck,S7704,LY2584702 Tosylate
Cc1cnc(NC(=O)Nc2cc(Br)c(C)cc2OC[C@@H]2CNCCO2)cn1,BRD-K14109347-001-05-9,LY2603618,Selleck,S2626,LY2603618 (IC-83)
Cc1cnc(NC(=O)Nc2cc(Br)c(C)cc2OC[C@@H]2CNCCO2)cn1,BRD-K14109347-001-03-4,LY2603618,Selleck,S2626,LY2603618
COc1cccc(OCCCN)c1-c1cc(Nc2cnc(cn2)C#N)n[nH]1,BRD-K20463415-300-01-4,LY2606368,MedChemEx,HY-18174A,LY2606368 (dihydrochloride)
COc1cccc(OCCCN)c1-c1cc(Nc2cnc(cn2)C#N)n[nH]1,BRD-K20463415-001-01-8,LY2606368,MedChemEx,HY-18174,LY2606368
O=C(Nc1ncc(SCCN2CCCC2)s1)[C@@]1(C[C@H]1C1CCCCC1)c1ccc(cc1)S(=O)(=O)C1CC1,BRD-K12068470-001-03-3,LY2608204,MedChemEx,HY-13529,LY2608204
O=C(Nc1ncc(SCCN2CCCC2)s1)[C@@]1(C[C@H]1C1CCCCC1)c1ccc(cc1)S(=O)(=O)C1CC1,BRD-K12068470-001-02-5,LY2608204,Selleck,S2155,LY2608204
O=C(Nc1ncc(SCCN2CCCC2)s1)[C@@]1(C[C@H]1C1CCCCC1)c1ccc(cc1)S(=O)(=O)C1CC1,BRD-K12068470-001-04-1,LY2608204,Selleck,S2155,LY2608204
COc1ccc(CC2NCCc3c2[nH]c2ccc(C)cc32)c(Cl)c1OC,BRD-A64004759-003-01-9,LY266097,Tocris,4081,LY 266097 hydrochloride
Cc1cc(Nc2cc(CN3CCOCC3)c3nc(C)c(Cc4ccc(Cl)cc4F)n3n2)[nH]n1,BRD-K25630527-001-03-8,LY2784544,Selleck,S2179,LY2784544
Cc1ccc(C(=O)Nc2ccc(Oc3cc4cnn(C)c4cc3-c3cn[nH]c3)c(F)c2)c(=O)n1-c1ccc(F)cc1,BRD-K18961567-001-01-1,LY2801653,MedChemEx,HY-15514,LY2801653
C[C@]1(CCSC(N)=N1)c1cc(c(F)cc1F)-c1cncnc1,BRD-K94534639-001-02-5,LY2811376,Selleck,S1528,LY2811376
CC(C)c1n(C)nc2ccc(cc12)-c1ccnc(N[C@H]2CC[C@@H](CC2)NC2CCOCC2)n1,BRD-K15382985-001-01-7,LY2857785,MedChemEx,HY-12293,LY2857785
C[C@@H](Oc1ccc2[nH]nc(\C=C\c3cnn(CCO)c3)c2c1)c1c(Cl)cncc1Cl,BRD-K17203476-001-01-9,LY2874455,MedChemEx,HY-13304,LY2874455
Brc1ccc(NC(=O)N2NC(=O)[C@H]([C@@H]2c2ccccc2)c2ccccc2)cc1,BRD-K24675965-001-04-1,LY288513,Tocris,1524,LY 288513
NC1=N[C@]2(COC[C@@H]2CS1)c1cc(NC(=O)c2ccc(F)cn2)ccc1F,BRD-K17953908-001-01-7,LY2886721,Selleck,S2156,LY2886721
O=c1cc(oc2c(cccc12)-c1ccccc1)N1CCOCC1,BRD-K27305650-001-16-6,LY294002,Selleck,S1105,LY294002
O=c1cc(oc2c(cccc12)-c1ccccc1)N1CCOCC1,BRD-K27305650-003-03-0,LY294002,Tocris,1130,LY 294002 hydrochloride
O=c1cc(oc2c(cccc12)-c1ccccc1)N1CCOCC1,BRD-K27305650-003-02-2,LY294002,Tocris,1130,LY 294002 hydrochloride
C[C@H](N)C(=O)N[C@]1(C[C@@H](Sc2nnc[nH]2)[C@H]2[C@@H]([C@@H]12)C(O)=O)C(O)=O,BRD-K68220839-413-02-8,LY2979165,MedChemEx,HY-13239,LY2979165
C[C@H](N)C(=O)N[C@]1(C[C@@H](Sc2nnc[nH]2)[C@H]2[C@@H]([C@@H]12)C(O)=O)C(O)=O,BRD-K68220839-413-01-0,LY2979165,MedChemEx,HY-13239,LY2979165
CNC(=O)O[C@H]1COc2ccc(cc2[C@@H]1NC(=O)c1ccc(F)cc1)N1CCN(CC1)C1COC1,BRD-K21070437-001-01-4,LY3000328,MedChemEx,HY-15533,Cathepsin S inhibitor
CNc1ncc2cc(c(C)nc2n1)-c1cc(NC(=O)NCCC(C)(C)C)c(F)cc1C,BRD-K38385169-001-04-5,LY3009120,MedChemEx,HY-12558,"1-(3,3-dimethylbutyl)-3-(2-fluoro-4-methyl-5-(7-methyl-2-(methylamino)pyrido[2,3-d]pyrimidin-6-yl)phenyl)urea"
CNc1ncc2cc(c(C)nc2n1)-c1cc(NC(=O)NCCC(C)(C)C)c(F)cc1C,BRD-K38385169-001-03-7,LY3009120,Selleck,S7842,LY3009120
CO[C@@H](C)Cn1c2c(cnc3ccc(cc23)-c2cncc(c2)C(C)(C)O)n(C)c1=O,BRD-K82967180-001-01-6,LY3023414,MedChemEx,HY-12513,LY3023414
O=c1cc(oc2c(cccc12)-c1ccccc1)N1CCNCC1,BRD-K22385716-001-02-5,LY303511,Tocris,2418,LY 303511
O=c1cc(oc2c(cccc12)-c1ccccc1)N1CCNCC1,BRD-K22385716-001-03-3,LY303511,Tocris,2418,LY 303511
CC1(C)C(=O)N(CCN2CCC(CC2)C(=O)c2ccc(F)cc2)c2ccccc12,BRD-K41194171-003-09-7,LY310762,MedChemEx,HY-13527,LY310762
COc1ccc(cc1)-c1oc2cc(OC)ccc2c1C(=O)c1ccc(cc1)C#N,BRD-K78637815-001-02-2,LY320135,Tocris,2387,LY 320135
CN(C)[C@@H]1CCc2[nH]c3ccc(NC(=O)c4ccc(F)cc4)cc3c2C1,BRD-K95899059-003-02-8,LY344864,Tocris,2451,LY 344864 hydrochloride
CN(C)[C@@H]1CCc2[nH]c3ccc(NC(=O)c4ccc(F)cc4)cc3c2C1,BRD-K95899059-003-03-6,LY344864,Tocris,2451,LY 344864 hydrochloride
c1[nH]nc(c1-c1ccnc2ccccc12)-c1ccccn1,BRD-K06234293-001-04-2,LY364947,Tocris,2718,LY 364947
c1[nH]nc(c1-c1ccnc2ccccc12)-c1ccccn1,BRD-K06234293-001-03-4,LY364947,Selleck,S2805,LY364947
c1[nH]nc(c1-c1ccnc2ccccc12)-c1ccccn1,BRD-K06234293-001-05-9,LY364947,Tocris,2718,LY 364947
CC(C)N1Cc2cc(ccc2N(CCN2CCC(=CC2)c2c[nH]c3cc(F)ccc23)S1(=O)=O)S(C)(=O)=O,BRD-K08534264-001-01-4,LY393558,Tocris,3350,LY 393558
C[C@H](NC(=O)[C@@H](O)c1cc(F)cc(F)c1)C(=O)N[C@H]1c2ccccc2-c2ccccc2N(C)C1=O,BRD-K20013301-001-02-6,LY411575,Selleck,S2714,LY411575
C[C@@H](CNS(=O)(=O)C(C)C)c1ccc(NC(=O)c2cc(F)cc(F)c2)cc1,BRD-K54538117-001-01-7,LY450108,MedChemEx,HY-10935,LY450108
COc1ccc(Nc2ncnc3ccc(OC)cc23)cc1,BRD-K87696786-003-04-4,LY456236,Tocris,2390,LY 456236 hydrochloride
COc1ccc(Nc2ncnc3ccc(OC)cc23)cc1,BRD-K87696786-003-05-1,LY456236,Tocris,2390,LY 456236 hydrochloride
CC(C)=CCC\C(C)=C\C=C\C(C)=C\C=C\C(C)=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C=C(/C)CCC=C(C)C,BRD-K37083340-001-02-3,lycopene,AKSci,70759,
CC(C)c1ccc2c(CC[C@H]3[C@](C)(CN)CCC[C@]23C)c1,BRD-K62289640-003-02-7,lylamine,Tocris,2139,Leelamine hydrochloride
CN(C)[C@H]1[C@@H]2C[C@H]3C(C(=O)c4c(O)cccc4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)C(C(=O)NCNCCCC[C@H](N)C(O)=O)C1=O,BRD-A15750551-001-01-1,lymecycline,Prestwick,Prestw-1000,Lymecycline
C[C@]12CC[C@H]3[C@@H](CCC4=CCCC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,BRD-K39707084-001-04-1,lynestrenol,Prestwick,Prestw-95,Lynestrenol
C[C@]12CC[C@H]3[C@@H](CCC4=CCCC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,BRD-K39707084-001-05-8,lynestrenol,Sigma,MFCD00051135,(17beta)-17-ethynylestr-4-en-17-ol
NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,BRD-K93331255-001-02-0,lypressin,Apollo,BITH3033,
CCCCCC(O)CCCC(O)=O,BRD-A96977263-001-03-7,M-14157,Enzo,KC141,5-Hydroxydecanoate
CCCC(CCC)C(=O)NCc1ccc2n(ncc2c1)-c1ccccc1OC,BRD-K51265828-001-01-0,M-25,Tocris,4917,M 25
CN(C)c1ccc(cc1)C(=O)NCCCCCCC(=O)NO,BRD-K45528773-001-07-2,M-344,Selleck,S2779,M344
CN(C)c1ccc(cc1)C(=O)NCCCCCCC(=O)NO,BRD-K45528773-001-06-4,M-344,Selleck,S2779,M344
CN(C)c1ccc(cc1)C(=O)NCCCCCCC(=O)NO,BRD-K45528773-001-08-0,M-344,Tocris,2771,M 344
Cc1cc(C)c(c(C)c1)S(=O)(=O)Nc1cccc(c1)C(F)(F)F,BRD-K09635314-001-04-2,m-3M3FBS,Tocris,1941,m-3M3FBS
Cc1cc(C)c(c(C)c1)S(=O)(=O)Nc1cccc(c1)C(F)(F)F,BRD-K09635314-001-03-4,m-3M3FBS,Tocris,1941,m-3M3FBS
NC(=N)NC(=N)Nc1cccc(Cl)c1,BRD-K36965586-003-08-8,m-Chlorophenylbiguanide,Tocris,440,m-Chlorophenylbiguanide hydrochloride
Oc1cccc(c1)-c1c2ccc(n2)c(-c2cccc(O)c2)c2ccc([nH]2)c(-c2cccc(O)c2)c2ccc(n2)c(-c2cccc(O)c2)c2ccc1[nH]2,BRD-K91147684-001-01-5,m-THP,FrontierSci,T678-1,
COc1cc(CN(CCN)C(=O)c2cccs2)ccc1OCc1ccccc1,BRD-K90410034-003-01-1,M8-B,Tocris,5324,M8 B hydrochloride
CC(C)Cc1ccc(cc1)C(C)C(=O)NCCO,BRD-A93683007-001-01-9,mabuprofen,Enamine,Z1537048897,N-(2-hydroxyethyl)-2-(4-isobutylphenyl)propanamide
CC(C)(C)NCC(O)c1cc(Cl)c(N)c(c1)C(F)(F)F,BRD-A13116749-003-01-6,mabuterol,Sigma,32573,1-[4-amino-3-chloro-5-(trifluoromethyl)phenyl]-2-(tert-butylamino)ethanol hydrochloride
COc1cc(C[C@H](C)[C@H](C)Cc2ccc3OCOc3c2)ccc1O,BRD-K94948151-001-07-4,macelignan,MedChemEx,HY-N0064,Macelignan
CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,BRD-K48812570-001-02-3,macitentan,Selleck,S8051,Macitentan
CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,BRD-K48812570-001-03-1,macitentan,Selleck,S8051,Macitentan
COc1ccc2c(C)nc(Nc3nc(C)c(C)c(O)n3)nc2c1,BRD-K48905682-001-11-1,madrasin,PrincetonBio,OSSM_012298,Madrasin
NCc1ccc(cc1)S(N)(=O)=O,BRD-K30649484-003-13-7,mafenide,MicroSource,1500372,MAFENIDE HYDROCHLORIDE
Oc1ccc(CC=C)cc1-c1cc(CC=C)ccc1O,BRD-K26168087-001-09-7,magnolol,Selleck,S2321,Magnolol
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,BRD-A01976766-001-06-8,malathion,MedChemEx,HY-B0943,Malathion
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,BRD-A01976766-001-04-3,malathion,MicroSource,330021,MALATHION
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,BRD-A01976766-001-07-6,malathion,MedChemEx,HY-B0943,Malathion
OC(CC(O)=O)C(O)=O,BRD-A18396475-001-16-1,malic-acid,Enamine,Z104473230,malic acid
OC(CC(O)=O)C(O)=O,BRD-A18396475-001-15-3,malic-acid,Enamine,Z104473230,
CC(C)OC(=O)C(C(=O)OC(C)C)=C1SC=CS1,BRD-K97884852-001-05-4,malotilate,Selleck,S1137,Malotilate
OC[C@@H](O)[C@@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)C(O)=O,BRD-K01624185-001-05-7,maltobionic-acid,CombiBlocks,QA-2870,
OC(C(O)=O)c1ccccc1,BRD-A91448670-001-06-4,mandelic-acid,Enamine,Z104473974,
Cc1nc(COP(O)(O)=O)cc2CN(CC(O)=O)CCN(CC(O)=O)Cc3cc(COP(O)(O)=O)nc(C)c3O[Mn]Oc12,BRD-K57365211-314-01-4,mangafodipir,MicroSource,1503840,MANGAFODIPIR TRISODIUM
