Molecule Name,CDD Number,SMILES,Canonical PostEra ID,stereochem comments,Covalent Warhead,shipment_SMILES,suspected_SMILES,why_suspected_SMILES,ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Run Date,ProteaseAssay_Fluorescence_Dose-Response_Weizmann: IC50 (µM),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: IC50 CI (Lower) (µM),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: IC50 CI (Upper) (µM),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Hill slope,ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Curve class
CVD-0015745,"",CC(C)(C)c1ccc(cc1)N(C(C(=O)NC1COC1)c1cccnc1)C(=O)c1cocn1,ALP-POS-88a7a97e-34,"",False,"","","",2021-02-10,4.07,3.88,4.28,1.05,1.1
CVD-0015744,"",COC(=O)CNC(=O)C(N(C(=O)c1cocn1)c1ccc(cc1)C(C)(C)C)c1cccnc1,ALP-POS-88a7a97e-33,"",False,"","","",2021-02-10,10.8,10.2,11.3,1.25,1.1
CVD-0015743,"",CCOC(=O)CNC(=O)C(N(C(=O)c1cocn1)c1ccc(cc1)C(C)(C)C)c1cccnc1,ALP-POS-88a7a97e-32,"",False,"","","",2021-02-10,9.53,7.36,12.3,1.25,1.1
CVD-0015742,"",COCCNC(=O)C(N(C(=O)c1cocn1)c1ccc(cc1)C(C)(C)C)c1cccnc1,ALP-POS-88a7a97e-31,"",False,"","","",2021-02-10,8.46,7.98,8.97,1.16,1.1
CVD-0015741,"",CC(C)(C)c1ccc(cc1)N(C(C(=O)NC1CCOC1)c1cccnc1)C(=O)c1cocn1,ALP-POS-88a7a97e-30,"",False,"","","",2021-02-10,2.77,2.63,2.91,1.03,1.1
CVD-0015740,"",COC(CNC(=O)C(N(C(=O)c1cocn1)c1ccc(cc1)C(C)(C)C)c1cccnc1)OC,ALP-POS-88a7a97e-29,"",False,"","","",2021-02-10,7.91,7.45,8.39,1.14,1.1
CVD-0015738,"",CC(C)(C)c1ccc(cc1)N(C(C(=O)NCC1CCCO1)c1cccnc1)C(=O)c1cocn1,ALP-POS-88a7a97e-27,"",False,"","","",2021-02-10,5.15,4.98,5.32,1.01,1.1
CVD-0015737,"",CC(C)(C)c1ccc(cc1)N(C(C(=O)NCC1CCOC1)c1cccnc1)C(=O)c1cocn1,ALP-POS-88a7a97e-26,"",False,"","","",2021-02-10,5.42,5.10,5.75,1.13,1.1
CVD-0015736,"",CC(C)(C)OC(=O)N1CCC(C1)NC(=O)C(N(C(=O)c1cocn1)c1ccc(cc1)C(C)(C)C)c1cccnc1,ALP-POS-88a7a97e-25,"",False,"","","",2021-02-10,3.65,3.47,3.84,1.05,1.1
CVD-0015735,CDD-2563729,COC(=O)[C@H]1C[C@@H](CN1C(=O)OC(C)(C)C)NC(=O)C(N(C(=O)c1cocn1)c1ccc(cc1)C(C)(C)C)c1cccnc1,ALP-POS-88a7a97e-24,"",False,"","","",2021-02-10,0.837,0.791,0.885,0.986,1.1
CVD-0015734,"",COC(=O)[C@@H]1C[C@H](CN1C(=O)OC(C)(C)C)NC(=O)C(N(C(=O)c1cocn1)c1ccc(cc1)C(C)(C)C)c1cccnc1,ALP-POS-88a7a97e-23,"",False,"","","",2021-02-10,6.82,6.45,7.22,1.11,1.1
CVD-0015731,"",CC(C)(C)c1ccc(cc1)N(C(C(=O)NCC(=O)Nc1cccc(c1)[N+]([O-])=O)c1cccnc1)C(=O)c1cocn1,ALP-POS-88a7a97e-20,"",False,"","","",2021-02-10,14.4,12.8,16.2,1.27,1.1
CVD-0015730,"",CC(C)(C)OC(=O)NCCNC(=O)C(N(C(=O)c1cocn1)c1ccc(cc1)C(C)(C)C)c1cccnc1,ALP-POS-88a7a97e-19,"",False,"","","",2021-02-10,6.26,5.73,6.83,1.20,1.1
CVD-0015728,"",CCOC(=O)CCNC(=O)C(N(C(=O)c1cocn1)c1ccc(cc1)C(C)(C)C)c1cccnc1,ALP-POS-88a7a97e-17,"",False,"","","",2021-02-10,2.80,2.65,2.95,1.06,1.1
CVD-0015727,"",CSCCNC(=O)C(N(C(=O)c1cocn1)c1ccc(cc1)C(C)(C)C)c1cccnc1,ALP-POS-88a7a97e-16,"",False,"","","",2021-02-10,2.45,2.34,2.56,1.09,1.1
CVD-0015726,"",COC(=O)C1CC(C1)NC(=O)C(N(C(=O)c1cocn1)c1ccc(cc1)C(C)(C)C)c1cccnc1,ALP-POS-88a7a97e-15,"",False,"","","",2021-02-10,3.99,3.81,4.17,1.01,1.1
CVD-0015724,"",CC(C)(C)OC(=O)NCCCNC(=O)C(N(C(=O)c1cocn1)c1ccc(cc1)C(C)(C)C)c1cccnc1,ALP-POS-88a7a97e-13,"",False,"","","",2021-02-10,3.39,3.04,3.79,1.03,1.1
CVD-0015721,"",CN(C)C(=O)CNC(=O)C(N(C(=O)c1cocn1)c1ccc(cc1)C(C)(C)C)c1cccnc1,ALP-POS-88a7a97e-10,"",False,"","","",2021-02-10,29.2,27.7,30.9,1.52,2.1
CVD-0015720,"",CC(C)(C)c1ccc(cc1)N(C(C(=O)NC1CCOCC1)c1cccnc1)C(=O)c1cocn1,ALP-POS-88a7a97e-9,"",False,"","","",2021-02-10,3.90,3.74,4.06,1.02,1.1
CVD-0015717,"",COC(=O)[C@@H]1CC[C@@H](C1)NC(=O)C(N(C(=O)c1cocn1)c1ccc(cc1)C(C)(C)C)c1cccnc1,ALP-POS-88a7a97e-6,"",False,"","","",2021-02-10,2.38,2.30,2.47,0.984,1.1
CVD-0015716,"",COC(=O)C(C)NC(=O)C(N(C(=O)c1cocn1)c1ccc(cc1)C(C)(C)C)c1cccnc1,ALP-POS-88a7a97e-5,"",False,"","","",2021-02-10,7.18,6.91,7.45,1.12,1.1
CVD-0015715,"",CC(C)(C)c1ccc(cc1)N(C(C(=O)NCc1cccnc1)c1cccnc1)C(=O)c1cocn1,ALP-POS-88a7a97e-4,"",False,"","","",2021-02-10,25.3,23.5,27.2,1.10,2.1
CVD-0015714,"",COCCCNC(=O)C(N(C(=O)c1cocn1)c1ccc(cc1)C(C)(C)C)c1cccnc1,ALP-POS-88a7a97e-3,"",False,"","","",2021-02-10,8.79,8.28,9.32,1.16,1.1
CVD-0015683,CDD-2563728,Cn1ccc(CNCC2(CCOc3ccc(Cl)cc23)C(=O)Nc2cncc3ccccc23)n1,EDJ-MED-8c98ee63-2,Racemic or presumed racemic or meso,False,Cl.CN1C=CC(CNCC2(CCOC=3C=CC(Cl)=CC32)C(=O)NC=4C=NC=C5C=CC=CC45)=N1,Cl.Cn1ccc(CNCC2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)n1,shipment_SMILES,2021-02-18,0.803,0.733,0.879,1.17,1.1
CVD-0015682,"",COCCCNCC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,EDJ-MED-8c98ee63-1,Racemic or presumed racemic or meso,False,COCCCNCC1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34,COCCCNCC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,shipment_SMILES,2021-02-23,11.4,10.5,12.3,1.31,1.1
CVD-0015681,"",Clc1cccc(c1)C(NC(=O)CN1CCN(C2CC2)C1=O)C(=O)Nc1cncc2ccccc12,EDJ-MED-ee07cf00-18,Racemic or presumed racemic or meso,False,ClC=1C=CC=C(C1)C(NC(=O)CN2CCN(C3CC3)C2=O)C(=O)NC=4C=NC=C5C=CC=CC45,O=C(CN1CCN(C2CC2)C1=O)NC(C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1,shipment_SMILES,2021-03-01,2.35,2.00,2.76,1.17,1.1
CVD-0015680,"",Clc1cccc(c1)C(NC(=O)Cn1ncn2nccc2c1=O)C(=O)Nc1cncc2ccccc12,EDJ-MED-ee07cf00-17,Racemic or presumed racemic or meso,False,ClC=1C=CC=C(C1)C(NC(=O)CN2N=CN3N=CC=C3C2=O)C(=O)NC=4C=NC=C5C=CC=CC45,O=C(Cn1ncn2nccc2c1=O)NC(C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1,shipment_SMILES,2021-03-01,19.5,8.79,43.3,0.435,2.3
CVD-0015679,"",Clc1cccc(c1)C(NC(=O)Cn1cc(Cl)c(=O)[nH]c1=O)C(=O)Nc1cncc2ccccc12,EDJ-MED-ee07cf00-16,Racemic or presumed racemic or meso,False,ClC=1C=CC=C(C1)C(NC(=O)CN2C=C(Cl)C(=O)NC2=O)C(=O)NC=3C=NC=C4C=CC=CC34,O=C(Cn1cc(Cl)c(=O)[nH]c1=O)NC(C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1,shipment_SMILES,2021-03-01,9.33,5.35,16.3,0.537,1.3
CVD-0015678,"",Clc1cccc(c1)C(NC(=O)Cc1ccc(cc1)-n1cnnn1)C(=O)Nc1cncc2ccccc12,EDJ-MED-ee07cf00-15,Racemic or presumed racemic or meso,False,ClC=1C=CC=C(C1)C(NC(=O)CC=2C=CC(=CC2)N3C=NN=N3)C(=O)NC=4C=NC=C5C=CC=CC45,O=C(Cc1ccc(-n2cnnn2)cc1)NC(C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1,shipment_SMILES,2021-03-01,10.3,8.65,12.2,0.741,1.1
CVD-0015677,"",Clc1cccc(c1)C(NC(=O)Cn1nc2CCCn2c(=O)c1=O)C(=O)Nc1cncc2ccccc12,EDJ-MED-ee07cf00-14,Racemic or presumed racemic or meso,False,ClC=1C=CC=C(C1)C(NC(=O)CN2N=C3CCCN3C(=O)C2=O)C(=O)NC=4C=NC=C5C=CC=CC45,O=C(Cn1nc2n(c(=O)c1=O)CCC2)NC(C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1,shipment_SMILES,2021-03-01,2.76,2.31,3.29,0.962,1.1
CVD-0015675,"",NC(=O)c1ccc(OCC(=O)NC(C(=O)Nc2cncc3ccccc23)c2cccc(Cl)c2)cc1,EDJ-MED-ee07cf00-12,Racemic or presumed racemic or meso,False,NC(=O)C=1C=CC(OCC(=O)NC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=CC=C(Cl)C4)=CC1,NC(=O)c1ccc(OCC(=O)NC(C(=O)Nc2cncc3ccccc23)c2cccc(Cl)c2)cc1,shipment_SMILES,2021-03-01,3.03,2.28,4.04,1.16,1.1
CVD-0015673,"",FC(F)(F)c1ncn(CC(=O)NC(C(=O)Nc2cncc3ccccc23)c2cccc(Cl)c2)n1,EDJ-MED-ee07cf00-10,Racemic or presumed racemic or meso,False,FC(F)(F)C=1N=CN(CC(=O)NC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=CC=C(Cl)C4)N1,O=C(Cn1cnc(C(F)(F)F)n1)NC(C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1,shipment_SMILES,2021-03-01,13.6,10.1,18.4,0.539,2.1
CVD-0015672,"",Clc1cccc(c1)C(NC(=O)Cn1nnc(n1)-c1ccccc1)C(=O)Nc1cncc2ccccc12,EDJ-MED-ee07cf00-9,Racemic or presumed racemic or meso,False,ClC=1C=CC=C(C1)C(NC(=O)CN2N=NC(=N2)C=3C=CC=CC3)C(=O)NC=4C=NC=C5C=CC=CC45,O=C(Cn1nnc(-c2ccccc2)n1)NC(C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1,shipment_SMILES,2021-02-23,18.3,16.7,20.0,1.17,1.1
CVD-0015671,"",Clc1cccc(c1)C(NC(=O)Cn1cc(C#N)c(=O)[nH]c1=O)C(=O)Nc1cncc2ccccc12,EDJ-MED-ee07cf00-8,Racemic or presumed racemic or meso,False,ClC=1C=CC=C(C1)C(NC(=O)CN2C=C(C#N)C(=O)NC2=O)C(=O)NC=3C=NC=C4C=CC=CC34,N#Cc1cn(CC(=O)NC(C(=O)Nc2cncc3ccccc23)c2cccc(Cl)c2)c(=O)[nH]c1=O,shipment_SMILES,2021-02-23,21.2,16.3,27.7,0.944,2.1
CVD-0015669,"",Cn1cc(cn1)C1=NOC(C1)C(=O)NC(C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1,EDJ-MED-ee07cf00-6,Diastereomeric mixture,False,CN1C=C(C=N1)C2=NOC(C2)C(=O)NC(C(=O)NC=3C=NC=C4C=CC=CC34)C=5C=CC=C(Cl)C5,Cn1cc(C2=NOC(C(=O)NC(C(=O)Nc3cncc4ccccc34)c3cccc(Cl)c3)C2)cn1,shipment_SMILES,2021-03-01,7.19,6.17,8.38,1.20,1.1
CVD-0015668,"",Clc1cccc(c1)C(NC(=O)CNC(=O)c1ccc(cc1)C#N)C(=O)Nc1cncc2ccccc12,EDJ-MED-ee07cf00-5,Racemic or presumed racemic or meso,False,ClC=1C=CC=C(C1)C(NC(=O)CNC(=O)C=2C=CC(C#N)=CC2)C(=O)NC=3C=NC=C4C=CC=CC34,N#Cc1ccc(C(=O)NCC(=O)NC(C(=O)Nc2cncc3ccccc23)c2cccc(Cl)c2)cc1,shipment_SMILES,2021-03-01,18.7,14.8,23.7,0.652,2.1
CVD-0015667,"",CC(NC(=O)C1CCC1)C(=O)NC(C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1,EDJ-MED-ee07cf00-4,Diastereomeric mixture,False,CC(NC(=O)C1CCC1)C(=O)NC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=CC=C(Cl)C4,CC(NC(=O)C1CCC1)C(=O)NC(C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1,shipment_SMILES,2021-03-01,4.81,4.02,5.74,1.01,1.1
CVD-0015666,"",Cn1ncc2c1ncn(CC(=O)NC(C(=O)Nc1cncc3ccccc13)c1cccc(Cl)c1)c2=O,EDJ-MED-ee07cf00-3,Racemic or presumed racemic or meso,False,CN1N=CC=2C(=O)N(CC(=O)NC(C(=O)NC=3C=NC=C4C=CC=CC34)C=5C=CC=C(Cl)C5)C=NC12,Cn1ncc2c(=O)n(CC(=O)NC(C(=O)Nc3cncc4ccccc34)c3cccc(Cl)c3)cnc21,shipment_SMILES,2021-02-23,23.8,19.5,28.9,0.706,2.1
CVD-0015664,"",Cn1c(=O)ccn(CC(=O)NC(C(=O)Nc2cncc3ccccc23)c2cccc(Cl)c2)c1=O,EDJ-MED-ee07cf00-1,Racemic or presumed racemic or meso,False,CN1C(=O)C=CN(CC(=O)NC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=CC=C(Cl)C4)C1=O,Cn1c(=O)ccn(CC(=O)NC(C(=O)Nc2cncc3ccccc23)c2cccc(Cl)c2)c1=O,shipment_SMILES,2021-02-23,11.3,9.15,14.0,0.772,2.1
CVD-0015663,"",COC(=O)\C=C\C(=O)N(C(=O)[C@H]1CCOc2ccc(Cl)cc12)c1cncc2ccccc12,MAT-POS-9db1e783-3,Single unknown enantiomer,False,"COC(=O)/C=C/C(=O)N(C(=O)[C@H]1CCOC=2C=CC(Cl)=CC12)C=3C=NC=C4C=CC=CC34 |o1:11,r|",COC(=O)/C=C/C(=O)N(C(=O)[C@H]1CCOc2ccc(Cl)cc21)c1cncc2ccccc12 |o1:11|,shipment_SMILES,2021-01-26,4.36,3.81,4.98,1.08,1.1
CVD-0015662,"",OCC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,MAT-POS-9db1e783-2,Racemic or presumed racemic or meso,False,OCC1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34,O=C(Nc1cncc2ccccc12)C1(CO)CCOc2ccc(Cl)cc21,shipment_SMILES,2021-01-26,1.09,0.992,1.19,1.05,1.1
CVD-0015615,"",CN(CCO)C1CCN(CC1)C(=O)CC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,EDG-MED-ba1ac7b9-28,"",False,CN(CCO)C1CCN(CC1)C(=O)CC2(CCOC=3C=CC(Cl)=CC32)C(=O)NC=4C=NC=C5C=CC=CC45,CN(CCO)C1CCN(C(=O)CC2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CC1,shipment_SMILES,2021-04-11,37.6,32.2,43.9,0.978,2.1
CVD-0015614,"",CC1CN(CCO)CCN1C(=O)CC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,EDG-MED-ba1ac7b9-27,Diastereomeric mixture,False,CC1CN(CCO)CCN1C(=O)CC2(CCOC=3C=CC(Cl)=CC32)C(=O)NC=4C=NC=C5C=CC=CC45,CC1CN(CCO)CCN1C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,shipment_SMILES,2021-04-11,14.5,13.1,16.1,1.04,1.1
CVD-0015610,"",FC(F)CN1C[C@@H]2C[C@H]1CN2C(=O)CC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,EDG-MED-ba1ac7b9-23,Diastereomeric mixture,False,FC(F)CN1C[C@@H]2C[C@H]1CN2C(=O)CC3(CCOC=4C=CC(Cl)=CC43)C(=O)NC=5C=NC=C6C=CC=CC56,O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1C[C@@H]2C[C@H]1CN2CC(F)F,shipment_SMILES,2021-03-15,3.78,3.57,4.00,1.08,1.1
CVD-0015609,"",NC(=O)C1Cc2[nH]cnc2CN1C(=O)CC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,EDG-MED-ba1ac7b9-22,Diastereomeric mixture,False,NC(=O)C1CC=2NC=NC2CN1C(=O)CC3(CCOC=4C=CC(Cl)=CC43)C(=O)NC=5C=NC=C6C=CC=CC56,NC(=O)C1Cc2[nH]cnc2CN1C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,shipment_SMILES,2021-04-05,9.28,8.00,10.8,1.06,1.1
CVD-0015608,CDD-2563880,Clc1ccc2OCCC(CC(=O)N3CCCC3Cn3ccnc3)(C(=O)Nc3cncc4ccccc34)c2c1,EDG-MED-ba1ac7b9-21,Diastereomeric mixture,False,ClC=1C=CC=2OCCC(CC(=O)N3CCCC3CN4C=CN=C4)(C(=O)NC=5C=NC=C6C=CC=CC56)C2C1,O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCCC1Cn1ccnc1,shipment_SMILES,2021-03-22,0.620,0.529,0.725,1.02,1.1
CVD-0015607,"",FC(F)CC1COCCN1C(=O)CC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,EDG-MED-ba1ac7b9-20,Diastereomeric mixture,False,FC(F)CC1COCCN1C(=O)CC2(CCOC=3C=CC(Cl)=CC32)C(=O)NC=4C=NC=C5C=CC=CC45,O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCOCC1CC(F)F,shipment_SMILES,2021-03-09,12.6,10.5,15.1,0.982,1.1
CVD-0015607,"",FC(F)CC1COCCN1C(=O)CC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,EDG-MED-ba1ac7b9-20,Diastereomeric mixture,False,FC(F)CC1COCCN1C(=O)CC2(CCOC=3C=CC(Cl)=CC32)C(=O)NC=4C=NC=C5C=CC=CC45,O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCOCC1CC(F)F,shipment_SMILES,2021-03-08,7.68,7.13,8.27,1.06,1.1
CVD-0015606,"",CC1N(CCn2cnnc12)C(=O)CC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,EDG-MED-ba1ac7b9-19,Diastereomeric mixture,False,CC1N(CCN2C=NN=C12)C(=O)CC3(CCOC=4C=CC(Cl)=CC43)C(=O)NC=5C=NC=C6C=CC=CC56,CC1c2nncn2CCN1C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,shipment_SMILES,2021-04-05,2.52,2.33,2.73,1.11,1.1
CVD-0015605,"",CC1Cn2nccc2CN1C(=O)CC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,EDG-MED-ba1ac7b9-18,Diastereomeric mixture,False,CC1CN2N=CC=C2CN1C(=O)CC3(CCOC=4C=CC(Cl)=CC43)C(=O)NC=5C=NC=C6C=CC=CC56,CC1Cn2nccc2CN1C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,shipment_SMILES,2021-03-09,2.85,2.38,3.43,1.19,1.1
CVD-0015605,"",CC1Cn2nccc2CN1C(=O)CC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,EDG-MED-ba1ac7b9-18,Diastereomeric mixture,False,CC1CN2N=CC=C2CN1C(=O)CC3(CCOC=4C=CC(Cl)=CC43)C(=O)NC=5C=NC=C6C=CC=CC56,CC1Cn2nccc2CN1C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,shipment_SMILES,2021-03-08,1.56,1.45,1.68,1.09,1.1
CVD-0015604,"",Cn1ccnc1CN(C1CC1)C(=O)CC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,EDG-MED-ba1ac7b9-17,Racemic or presumed racemic or meso,False,CN1C=CN=C1CN(C2CC2)C(=O)CC3(CCOC=4C=CC(Cl)=CC43)C(=O)NC=5C=NC=C6C=CC=CC56,Cn1ccnc1CN(C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)C1CC1,shipment_SMILES,2021-04-05,5.05,4.58,5.58,1.11,1.1
CVD-0015603,"",Cn1cncc1CN(C1CC1)C(=O)CC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,EDG-MED-ba1ac7b9-16,Racemic or presumed racemic or meso,False,CN1C=NC=C1CN(C2CC2)C(=O)CC3(CCOC=4C=CC(Cl)=CC43)C(=O)NC=5C=NC=C6C=CC=CC56,Cn1cncc1CN(C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)C1CC1,shipment_SMILES,2021-03-15,6.10,5.75,6.47,1.06,1.1
CVD-0015602,"",CC1CN(C)CCN1C(=O)CC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,EDG-MED-ba1ac7b9-15,Diastereomeric mixture,False,CC1CN(C)CCN1C(=O)CC2(CCOC=3C=CC(Cl)=CC32)C(=O)NC=4C=NC=C5C=CC=CC45,CC1CN(C)CCN1C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,shipment_SMILES,2021-03-09,4.85,4.14,5.69,0.737,1.1
CVD-0015602,"",CC1CN(C)CCN1C(=O)CC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,EDG-MED-ba1ac7b9-15,Diastereomeric mixture,False,CC1CN(C)CCN1C(=O)CC2(CCOC=3C=CC(Cl)=CC32)C(=O)NC=4C=NC=C5C=CC=CC45,CC1CN(C)CCN1C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,shipment_SMILES,2021-03-08,7.87,7.03,8.81,0.952,1.1
CVD-0015600,"",CN1C[C@@H]2C[C@H]1CN2C(=O)CC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,EDG-MED-ba1ac7b9-13,Diastereomeric mixture,False,CN1C[C@@H]2C[C@H]1CN2C(=O)CC3(CCOC=4C=CC(Cl)=CC43)C(=O)NC=5C=NC=C6C=CC=CC56,CN1C[C@@H]2C[C@H]1CN2C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,shipment_SMILES,2021-03-15,6.39,5.96,6.86,1.00,1.1
CVD-0015599,"",Clc1ccc2OCCC(CC(=O)N3CCCC3c3nnn[nH]3)(C(=O)Nc3cncc4ccccc34)c2c1,EDG-MED-ba1ac7b9-12,Diastereomeric mixture,False,ClC=1C=CC=2OCCC(CC(=O)N3CCCC3C4=NN=NN4)(C(=O)NC=5C=NC=C6C=CC=CC56)C2C1,O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCCC1c1nnn[nH]1,shipment_SMILES,2021-03-22,7.98,7.13,8.92,1.04,1.1
CVD-0015598,CDD-2563727,Clc1ccc2OCCC(CC(=O)N3CCCCC3c3cn[nH]c3)(C(=O)Nc3cncc4ccccc34)c2c1,EDG-MED-ba1ac7b9-11,Diastereomeric mixture,False,ClC=1C=CC=2OCCC(CC(=O)N3CCCCC3C=4C=NNC4)(C(=O)NC=5C=NC=C6C=CC=CC56)C2C1,O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCCCC1c1cn[nH]c1,shipment_SMILES,2021-03-15,0.403,0.380,0.428,1.05,1.1
CVD-0015598,CDD-2563727,Clc1ccc2OCCC(CC(=O)N3CCCCC3c3cn[nH]c3)(C(=O)Nc3cncc4ccccc34)c2c1,EDG-MED-ba1ac7b9-11,Diastereomeric mixture,False,ClC=1C=CC=2OCCC(CC(=O)N3CCCCC3C=4C=NNC4)(C(=O)NC=5C=NC=C6C=CC=CC56)C2C1,O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCCCC1c1cn[nH]c1,shipment_SMILES,2021-03-09,0.744,0.569,0.972,0.990,1.1
CVD-0015598,CDD-2563727,Clc1ccc2OCCC(CC(=O)N3CCCCC3c3cn[nH]c3)(C(=O)Nc3cncc4ccccc34)c2c1,EDG-MED-ba1ac7b9-11,Diastereomeric mixture,False,ClC=1C=CC=2OCCC(CC(=O)N3CCCCC3C=4C=NNC4)(C(=O)NC=5C=NC=C6C=CC=CC56)C2C1,O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCCCC1c1cn[nH]c1,shipment_SMILES,2021-03-08,0.424,0.397,0.452,1.09,1.1
CVD-0015597,CDD-2563884,Clc1ccc2OCCC(CC(=O)N3CCCCC3c3cc[nH]n3)(C(=O)Nc3cncc4ccccc34)c2c1,EDG-MED-ba1ac7b9-10,Diastereomeric mixture,False,ClC=1C=CC=2OCCC(CC(=O)N3CCCCC3C=4C=CNN4)(C(=O)NC=5C=NC=C6C=CC=CC56)C2C1,O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCCCC1c1cc[nH]n1,shipment_SMILES,2021-03-22,0.616,0.558,0.680,1.02,1.1
CVD-0015596,CDD-2563883,Clc1ccc2OCCC(CC(=O)N3CCCCC3c3nc[nH]n3)(C(=O)Nc3cncc4ccccc34)c2c1,EDG-MED-ba1ac7b9-9,Diastereomeric mixture,False,ClC=1C=CC=2OCCC(CC(=O)N3CCCCC3C4=NN=CN4)(C(=O)NC=5C=NC=C6C=CC=CC56)C2C1,O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCCCC1c1nnc[nH]1,shipment_SMILES,2021-03-15,0.437,0.419,0.455,1.08,1.1
CVD-0015503,"",CCOc1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1cocn1,ALP-POS-ced8ea4d-67,"",False,"","","",2021-02-02,15.5,14.0,17.0,1.17,1.1
CVD-0015499,"",Fc1cccc(CCNC(=O)C(N(C(=O)c2cocn2)c2cnc(nc2)C2CCC2)c2cccnc2)c1,ALP-POS-ced8ea4d-63,"",False,"","","",2021-02-02,69.1,64.9,73.6,1.08,2.1
CVD-0015473,"",Fc1cccc(CCNC(=O)C(N(C(=O)c2cocn2)c2ccc(nc2)C(F)(F)F)c2cccnc2)c1,ALP-POS-ced8ea4d-37,"",False,"","","",2021-02-02,36.4,34.5,38.4,1.07,2.1
